DEFINED OTU	PHYLUM	CLASS	ORDER	FAMILY	GENUS
OTU2211	Firmicutes(5)	Bacilli(5)	Bacillales(5)	Paenibacillaceae(5)	Paenibacillus(5)
OTU2212	Actinobacteria(5)	Acidimicrobiia(5)	Acidimicrobiales(5)	Iamiaceae(5)	Iamia(5)
OTU2213	Actinobacteria(5)	Acidimicrobiia(5)	Acidimicrobiales(5)	Acidimicrobiaceae(5)	Ferrimicrobium(2) Acidimicrobium(3) 
OTU2214	Chloroflexi(5)	Anaerolineae(5)	Anaerolineales(5)	Anaerolineaceae(5)	Longilinea(5)
OTU2215	Firmicutes(3) Planctomycetes(2) 	Planctomycetacia(1) Clostridia(3) Planctomycetia(1) 	Thermoanaerobacterales(3) Planctomycetales(2) 	Thermodesulfobiaceae(3) Planctomycetaceae(2) 	Coprothermobacter(3) Unknown(1) Gemmata(1) 
OTU2216	Actinobacteria(5)	Thermoleophilia(5)	Gaiellales(5)	Gaiellaceae(5)	Gaiella(5)
OTU2217	Proteobacteria(5)	Alphaproteobacteria(5)	Rhizobiales(5)	Methylobacteriaceae(1) Bradyrhizobiaceae(4) 	Bosea(4) Methylobacterium(1) 
OTU2218	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Planctomyces(5)
OTU2219	Bacteroidetes(1) Proteobacteria(4) 	Alphaproteobacteria(4) Cytophagia(1) 	Cytophagales(1) Rhodospirillales(4) 	Rhodospirillaceae(2) Cytophagaceae(1) Acetobacteraceae(2) 	Stella(2) Tistrella(1) Defluviicoccus(1) Flexibacter(1) 
OTU2220	Firmicutes(5)	Bacilli(5)	Bacillales(5)	Sporolactobacillaceae(5)	Pullulanibacillus(5)
OTU2221	Proteobacteria(5)	Gammaproteobacteria(1) Betaproteobacteria(4) 	Xanthomonadales(1) Burkholderiales(4) 	Oxalobacteraceae(4) Sinobacteraceae(1) 	Massilia(4) Steroidobacter(1) 
OTU2222	Proteobacteria(1) Acidobacteria(4) 	Holophagae(4) Alphaproteobacteria(1) 	Holophagales(4) Rhizobiales(1) 	Brucellaceae(1) Holophagaceae(4) 	Holophaga(4) Ochrobactrum(1) 
OTU2223	Proteobacteria(5)	Betaproteobacteria(5)	Burkholderiales(5)	Oxalobacteraceae(5)	Massilia(5)
OTU2224	Actinobacteria(5)	Thermoleophilia(5)	Solirubrobacterales(5)	Unknown(1) Conexibacteraceae(1) Patulibacteraceae(3) 	Conexibacter(1) Unknown(1) Patulibacter(3) 
OTU2225	Proteobacteria(5)	Unknown(1) Alphaproteobacteria(4) 	Rhodospirillales(3) Caulobacterales(1) Unknown(1) 	Unknown(1) Caulobacteraceae(1) Acetobacteraceae(3) 	Rhodopila(1) Phenylobacterium(1) Unknown(3) 
OTU2226	Actinobacteria(1) Acidobacteria(4) 	Holophagae(4) Actinobacteria(1) 	Micrococcales(1) Holophagales(4) 	Microbacteriaceae(1) Holophagaceae(4) 	Holophaga(4) Frigoribacterium(1) 
OTU2227	Actinobacteria(5)	Thermoleophilia(5)	Solirubrobacterales(5)	Conexibacteraceae(2) Patulibacteraceae(3) 	Conexibacter(2) Patulibacter(3) 
OTU2228	Actinobacteria(5)	Actinobacteria(5)	Micrococcales(5)	Microbacteriaceae(5)	Frigoribacterium(5)
OTU2229	Actinobacteria(4) Proteobacteria(1) 	Actinobacteria(4) Gammaproteobacteria(1) 	Pseudomonadales(1) Corynebacteriales(4) 	Mycobacteriaceae(3) Pseudomonadaceae(1) Nocardiaceae(1) 	Rhodococcus(1) Pseudomonas(1) Mycobacterium(3) 
OTU2230	Proteobacteria(5)	Gammaproteobacteria(5)	Legionellales(3) Unknown(2) 	Legionellaceae(3) Unknown(2) 	Unknown(2) Legionella(3) 
OTU2231	Actinobacteria(2) Proteobacteria(3) 	Unknown(3) Actinobacteria(2) 	Micrococcales(2) Unknown(3) 	Unknown(3) Micrococcaceae(2) 	Unknown(3) Arthrobacter(2) 
OTU2232	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Acetobacteraceae(1) Rhodospirillaceae(4) 	Skermanella(4) Stella(1) 
OTU2233	Proteobacteria(5)	Deltaproteobacteria(3) Gammaproteobacteria(1) Alphaproteobacteria(1) 	Unknown(2) Xanthomonadales(1) Syntrophobacterales(1) Rhizobiales(1) 	Hyphomicrobiaceae(1) Xanthomonadaceae(1) Syntrophaceae(1) Unknown(2) 	Smithella(1) Lysobacter(1) Unknown(2) Rhodoplanes(1) 
OTU2234	Proteobacteria(5)	Deltaproteobacteria(5)	Desulfuromonadales(5)	Geobacteraceae(5)	Geobacter(5)
OTU2235	Fibrobacteres(1) Proteobacteria(4) 	Fibrobacteria(1) Gammaproteobacteria(4) 	Xanthomonadales(4) Unknown(1) 	Unknown(1) Xanthomonadaceae(4) 	Unknown(1) Thermomonas(2) Luteimonas(2) 
OTU2236	Proteobacteria(5)	Alphaproteobacteria(5)	Rhizobiales(5)	Bradyrhizobiaceae(3) Hyphomicrobiaceae(2) 	Rhodoplanes(2) Bosea(3) 
OTU2237	Proteobacteria(5)	Deltaproteobacteria(5)	Myxococcales(5)	Haliangiaceae(5)	Haliangium(5)
OTU2238	Proteobacteria(5)	Alphaproteobacteria(5)	Caulobacterales(5)	Caulobacteraceae(5)	Phenylobacterium(3) Caulobacter(2) 
OTU2239	Nitrospirae(5)	Nitrospira(5)	Nitrospirales(5)	Nitrospiraceae(5)	Nitrospira(5)
OTU2240	Firmicutes(2) Bacteroidetes(3) 	Clostridia(2) Sphingobacteriia(3) 	Sphingobacteriales(3) Thermoanaerobacterales(2) 	Thermoanaerobacteraceae(2) Chitinophagaceae(3) 	Gelria(2) Sediminibacterium(3) 
OTU2241	Nitrospirae(5)	Nitrospira(5)	Nitrospirales(5)	Nitrospiraceae(5)	Nitrospira(5)
OTU2242	Bacteroidetes(5)	Flavobacteriia(5)	Flavobacteriales(5)	Flavobacteriaceae(5)	Flavobacterium(5)
OTU2243	Firmicutes(3) Planctomycetes(2) 	Planctomycetia(2) Clostridia(3) 	Planctomycetales(2) Thermoanaerobacterales(3) 	Thermodesulfobiaceae(3) Planctomycetaceae(2) 	Coprothermobacter(3) Gemmata(2) 
OTU2244	Proteobacteria(5)	Betaproteobacteria(5)	Nitrosomonadales(5)	Gallionellaceae(5)	Candidatus_Nitrotoga(1) Unknown(2) Sideroxydans(2) 
OTU2245	Proteobacteria(5)	Betaproteobacteria(5)	Burkholderiales(5)	Burkholderiaceae(1) Comamonadaceae(4) 	Variovorax(2) Curvibacter(1) Polynucleobacter(1) Acidovorax(1) 
OTU2246	Proteobacteria(5)	Gammaproteobacteria(5)	Xanthomonadales(5)	Xanthomonadaceae(5)	Dokdonella(5)
OTU2247	Proteobacteria(5)	Betaproteobacteria(5)	Burkholderiales(4) Nitrosomonadales(1) 	Alcaligenaceae(2) Burkholderiaceae(2) Nitrosomonadaceae(1) 	Limnobacter(2) Unknown(1) Derxia(2) 
OTU2248	Bacteroidetes(5)	Bacteroidia(5)	Bacteroidales(5)	Porphyromonadaceae(5)	Paludibacter(5)
OTU2249	Proteobacteria(5)	Deltaproteobacteria(5)	Myxococcales(5)	Haliangiaceae(5)	Haliangium(5)
OTU2250	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Gemmata(4) Unknown(1) 
OTU2251	Proteobacteria(5)	Gammaproteobacteria(5)	Oceanospirillales(5)	Halomonadaceae(5)	Halomonas(5)
OTU2252	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)
OTU2253	Unknown(1) Proteobacteria(4) 	Unknown(1) Gammaproteobacteria(1) Alphaproteobacteria(3) 	Unknown(1) Rhizobiales(3) Chromatiales(1) 	Unknown(1) Ectothiorhodospiraceae(1) Rhizobiaceae(3) 	Kaistia(3) Unknown(1) Acidiferrobacter(1) 
OTU2254	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)
OTU2255	Chloroflexi(5)	Ktedonobacteria(5)	Ktedonobacterales(5)	Ktedonobacteraceae(5)	Ktedonobacter(5)
OTU2256	Chlorobi(5)	Chlorobia(5)	Chlorobiales(5)	Unknown(5)	Unknown(5)
OTU2257	Planctomycetes(5)	Planctomycetia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Planctomyces(5)
OTU2258	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Gemmata(5)
OTU2259	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Rhodospirillaceae(5)	Defluviicoccus(5)
OTU2260	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Planctomyces(5)
OTU2261	Proteobacteria(4) Chloroflexi(1) 	Anaerolineae(1) Gammaproteobacteria(4) 	Xanthomonadales(4) Anaerolineales(1) 	Xanthomonadaceae(4) Anaerolineaceae(1) 	Thermomonas(4) Unknown(1) 
OTU2262	Proteobacteria(5)	Gammaproteobacteria(5)	Legionellales(5)	Coxiellaceae(5)	Coxiella(5)
OTU2263	Proteobacteria(5)	Alphaproteobacteria(5)	Rhizobiales(3) Rickettsiales(2) 	Brucellaceae(1) Hyphomicrobiaceae(2) Unknown(2) 	Ochrobactrum(1) Rhodoplanes(2) Unknown(2) 
OTU2264	Proteobacteria(5)	Deltaproteobacteria(5)	Desulfuromonadales(5)	Geobacteraceae(5)	Geobacter(5)
OTU2265	Bacteroidetes(4) Acidobacteria(1) 	Holophagae(1) Cytophagia(4) 	Cytophagales(4) Holophagales(1) 	Cytophagaceae(4) Holophagaceae(1) 	Geothrix(1) Flexibacter(4) 
OTU2266	Chloroflexi(5)	Anaerolineae(5)	Anaerolineales(5)	Anaerolineaceae(5)	Unknown(2) Levilinea(1) Bellilinea(2) 
OTU2267	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Chitinophagaceae(5)	Chitinophaga(1) Parasegetibacter(4) 
OTU2268	Actinobacteria(5)	Nitriliruptoria(1) Actinobacteria(4) 	Euzebyales(1) Frankiales(4) 	Euzebyaceae(1) Frankiaceae(3) Nakamurellaceae(1) 	Frankia(3) Euzebya(1) Nakamurella(1) 
OTU2269	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Sphingobacteriaceae(5)	Solitalea(5)
OTU2270	Proteobacteria(4) Planctomycetes(1) 	Planctomycetacia(1) Betaproteobacteria(4) 	Burkholderiales(4) Planctomycetales(1) 	Planctomycetaceae(1) Burkholderiaceae(4) 	Rhodopirellula(1) Ralstonia(4) 
OTU2271	Bacteroidetes(5)	Flavobacteria(5)	Flavobacteriales(5)	Cryomorphaceae(5)	Fluviicola(5)
OTU2272	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Chitinophagaceae(5)	Terrimonas(1) Niabella(1) Lacibacter(3) 
OTU2273	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Planctomyces(5)
OTU2274	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Rhodospirillaceae(5)	Defluviicoccus(5)
OTU2275	Proteobacteria(5)	Deltaproteobacteria(5)	Myxococcales(5)	Haliangiaceae(2) Cystobacteraceae(3) 	Anaeromyxobacter(3) Haliangium(2) 
OTU2276	Nitrospirae(5)	Nitrospira(5)	Nitrospirales(5)	Nitrospiraceae(5)	Nitrospira(5)
OTU2277	Proteobacteria(5)	Gammaproteobacteria(5)	Legionellales(5)	Coxiellaceae(5)	Aquicella(5)
OTU2278	Bacteroidetes(1) Firmicutes(4) 	Cytophagia(1) Clostridia(4) 	Clostridiales(4) Cytophagales(1) 	Cytophagaceae(1) Eubacteriaceae(4) 	Cytophaga(1) Anaerofustis(4) 
OTU2279	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Gemmata(5)
OTU2280	Acidobacteria(5)	Holophagae(5)	Holophagales(5)	Holophagaceae(5)	Holophaga(5)
OTU2281	Proteobacteria(5)	Gammaproteobacteria(5)	Legionellales(5)	Legionellaceae(5)	Legionella(5)
OTU2282	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Acetobacteraceae(5)	Acidicaldus(1) Acidisphaera(4) 
OTU2283	Actinobacteria(5)	Actinobacteria(5)	Frankiales(4) Streptomycetales(1) 	Acidothermaceae(4) Streptomycetaceae(1) 	Acidothermus(4) Streptomyces(1) 
OTU2284	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Acetobacteraceae(3) Unknown(2) 	Unknown(2) Stella(3) 
OTU2285	Thaumarchaeota(4) Crenarchaeota(1) 	Thermoprotei(1) Unknown(4) 	Desulfurococcales(1) Unknown(4) 	Unknown(4) Desulfurococcaceae(1) 	Unknown(4) Ignisphaera(1) 
OTU2286	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Rhodospirillaceae(5)	Defluviicoccus(5)
OTU2287	Proteobacteria(5)	Alphaproteobacteria(4) Betaproteobacteria(1) 	Burkholderiales(1) Caulobacterales(4) 	Alcaligenaceae(1) Caulobacteraceae(3) Hyphomonadaceae(1) 	Maricaulis(1) Achromobacter(1) Phenylobacterium(3) 
OTU2288	Bacteroidetes(5)	Flavobacteria(5)	Flavobacteriales(5)	Flavobacteriaceae(5)	Flavobacterium(5)
OTU2289	Proteobacteria(5)	Gammaproteobacteria(5)	Enterobacteriales(5)	Enterobacteriaceae(5)	Enterobacter(5)
OTU2290	Proteobacteria(5)	Gammaproteobacteria(5)	Chromatiales(5)	Chromatiaceae(5)	Nitrosococcus(5)
OTU2291	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Chitinophagaceae(5)	Terrimonas(5)
OTU2292	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Chitinophagaceae(5)	Chitinophaga(1) Ferruginibacter(4) 
OTU2293	Actinobacteria(4) Proteobacteria(1) 	Alphaproteobacteria(1) Acidimicrobiia(4) 	Sphingomonadales(1) Acidimicrobiales(4) 	Sphingomonadaceae(1) Iamiaceae(4) 	Iamia(4) Blastomonas(1) 
OTU2294	Proteobacteria(5)	Deltaproteobacteria(5)	Desulfobacterales(4) Syntrophobacterales(1) 	Nitrospinaceae(4) Syntrophaceae(1) 	Desulfomonile(1) Candidatus_Entotheonella(4) 
OTU2295	Proteobacteria(5)	Gammaproteobacteria(5)	Oceanospirillales(5)	Halomonadaceae(5)	Halomonas(5)
OTU2296	Proteobacteria(5)	Deltaproteobacteria(5)	Desulfuromonadales(1) Myxococcales(4) 	Unknown(2) Cystobacteraceae(2) Desulfuromonadaceae(1) 	Anaeromyxobacter(2) Desulfuromonas(1) Unknown(2) 
OTU2297	Proteobacteria(3) Acidobacteria(2) 	Holophagae(2) Deltaproteobacteria(1) Gammaproteobacteria(2) 	Holophagales(2) Pseudomonadales(2) Desulfobacterales(1) 	Pseudomonadaceae(2) Holophagaceae(2) Desulfobulbaceae(1) 	Desulfobulbus(1) Pseudomonas(2) Holophaga(1) Geothrix(1) 
OTU2298	Proteobacteria(1) Acidobacteria(4) 	Holophagae(4) Alphaproteobacteria(1) 	Holophagales(4) Sphingomonadales(1) 	Holophagaceae(4) Sphingomonadaceae(1) 	Holophaga(4) Novosphingobium(1) 
OTU2299	Firmicutes(2) Actinobacteria(3) 	Thermoleophilia(3) Clostridia(2) 	Solirubrobacterales(3) Clostridiales(2) 	Clostridiales_Family_XVII_Incertae_Sedis(2) Patulibacteraceae(3) 	Patulibacter(3) Sulfobacillus(2) 
OTU2300	Proteobacteria(5)	Alphaproteobacteria(5)	Rhizobiales(5)	Hyphomicrobiaceae(5)	Rhodoplanes(5)
OTU2301	Actinobacteria(5)	Actinobacteria(4) Unknown(1) 	Pseudonocardiales(4) Actinomycetales(1) 	Pseudonocardiaceae(4) Nocardiaceae(1) 	Nocardia(1) Lentzea(4) 
OTU2302	Unknown(2) Thaumarchaeota(3) 	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)
OTU2303	Proteobacteria(1) Firmicutes(4) 	Clostridia(4) Betaproteobacteria(1) 	Thermoanaerobacterales(4) Methylophilales(1) 	Thermoanaerobacteraceae(4) Methylophilaceae(1) 	Methylotenera(1) Gelria(4) 
OTU2304	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Planctomyces(5)
OTU2305	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Chitinophagaceae(5)	Ferruginibacter(5)
OTU2306	Actinobacteria(5)	Acidimicrobiia(5)	Acidimicrobiales(5)	Iamiaceae(5)	Iamia(5)
OTU2307	Elusimicrobia(5)	Elusimicrobia(5)	Elusimicrobiales(5)	Elusimicrobiaceae(5)	Elusimicrobium(5)
OTU2308	Firmicutes(5)	Bacilli(5)	Bacillales(5)	Bacillaceae(2) Unknown(2) Planococcaceae(1) 	Solibacillus(1) Unknown(2) Bacillus(2) 
OTU2309	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)
OTU2310	Planctomycetes(5)	Planctomycetacia(1) Planctomycetia(4) 	Planctomycetales(5)	Planctomycetaceae(5)	Unknown(1) Gemmata(4) 
OTU2311	Actinobacteria(5)	Actinobacteria(5)	Streptomycetales(3) Propionibacteriales(2) 	Streptomycetaceae(3) Nocardioidaceae(2) 	Kribbella(2) Streptomyces(3) 
OTU2312	Gemmatimonadetes(5)	Gemmatimonadetes(5)	Gemmatimonadales(5)	Gemmatimonadaceae(5)	Gemmatimonas(5)
OTU2313	Actinobacteria(5)	Acidimicrobiia(5)	Acidimicrobiales(5)	Iamiaceae(5)	Iamia(5)
OTU2314	Firmicutes(5)	Clostridia(5)	Clostridiales(5)	Lachnospiraceae(1) Clostridiaceae(4) 	Clostridium(4) Unknown(1) 
OTU2315	Cyanobacteria(1) Proteobacteria(4) 	Unknown(1) Gammaproteobacteria(4) 	Enterobacteriales(4) Unknown(1) 	Unknown(1) Enterobacteriaceae(4) 	Microcoleus(1) Enterobacter(4) 
OTU2316	Elusimicrobia(5)	Elusimicrobia(5)	Elusimicrobiales(5)	Elusimicrobiaceae(5)	Elusimicrobium(5)
OTU2317	Acidobacteria(5)	Holophagae(5)	Holophagales(5)	Holophagaceae(5)	Holophaga(5)
OTU2318	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Sphingobacteriaceae(5)	Solitalea(5)
OTU2319	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Zavarzinella(5)
OTU2320	Proteobacteria(5)	Gammaproteobacteria(5)	Chromatiales(1) Xanthomonadales(4) 	Chromatiaceae(1) Sinobacteraceae(4) 	Nitrosococcus(1) Steroidobacter(4) 
OTU2321	Acidobacteria(5)	Holophagae(5)	Holophagales(5)	Holophagaceae(5)	Holophaga(5)
OTU2322	Actinobacteria(5)	Actinobacteria(5)	Propionibacteriales(2) Streptomycetales(3) 	Streptomycetaceae(3) Nocardioidaceae(2) 	Streptomyces(3) Kribbella(2) 
OTU2323	Bacteroidetes(5)	Sphingobacteriia(5)	Sphingobacteriales(5)	Chitinophagaceae(5)	Unknown(2) Terrimonas(1) Ferruginibacter(1) Niastella(1) 
OTU2324	Actinobacteria(5)	Thermoleophilia(5)	Solirubrobacterales(5)	Patulibacteraceae(5)	Patulibacter(5)
OTU2325	Firmicutes(1) Proteobacteria(2) Actinobacteria(2) 	Clostridia(1) Nitriliruptoria(2) Gammaproteobacteria(2) 	Thermoanaerobacterales(1) Xanthomonadales(2) Euzebyales(2) 	Euzebyaceae(2) Xanthomonadaceae(2) Thermoanaerobacteraceae(1) 	Euzebya(2) Gelria(1) Lysobacter(2) 
OTU2326	Proteobacteria(5)	Deltaproteobacteria(5)	Myxococcales(5)	Cystobacteraceae(5)	Anaeromyxobacter(5)
OTU2327	Firmicutes(5)	Clostridia(5)	Clostridiales(5)	Clostridiaceae(3) Ruminococcaceae(2) 	Unknown(1) Acetivibrio(1) Clostridium(3) 
OTU2328	Proteobacteria(5)	Deltaproteobacteria(5)	Bdellovibrionales(5)	Bdellovibrionaceae(5)	Vampirovibrio(5)
OTU2329	Proteobacteria(2) Actinobacteria(1) Acidobacteria(2) 	Unknown(1) Holophagae(1) Gammaproteobacteria(2) Actinobacteria(1) 	Acidobacteriales(1) Xanthomonadales(1) Chromatiales(1) Holophagales(1) Micrococcales(1) 	Chromatiaceae(1) Holophagaceae(1) Xanthomonadaceae(1) Microbacteriaceae(1) Acidobacteriaceae(1) 	Silanimonas(1) Holophaga(1) Unknown(1) Nitrosococcus(1) Frigoribacterium(1) 
OTU2330	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Acetobacteraceae(5)	Unknown(1) Rhodopila(1) Acidicaldus(3) 
OTU2331	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Singulisphaera(5)
OTU2332	Proteobacteria(5)	Alphaproteobacteria(5)	Caulobacterales(5)	Caulobacteraceae(5)	Caulobacter(1) Phenylobacterium(4) 
OTU2333	Firmicutes(5)	Clostridia(5)	Clostridiales(5)	Lachnospiraceae(1) Clostridiaceae(4) 	Blautia(1) Clostridium(4) 
OTU2334	Gemmatimonadetes(5)	Gemmatimonadetes(5)	Gemmatimonadales(5)	Gemmatimonadaceae(5)	Gemmatimonas(5)
OTU2335	Actinobacteria(5)	Actinobacteria(5)	Frankiales(5)	Acidothermaceae(5)	Acidothermus(5)
OTU2336	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Rhodospirillaceae(5)	Dongia(5)
OTU2337	Acidobacteria(5)	Holophagae(5)	Holophagales(5)	Holophagaceae(5)	Holophaga(4) Geothrix(1) 
OTU2338	Proteobacteria(5)	Deltaproteobacteria(5)	Myxococcales(5)	Cystobacteraceae(5)	Anaeromyxobacter(5)
OTU2339	Unknown(1) Actinobacteria(3) Proteobacteria(1) 	Unknown(1) Actinobacteria(3) Deltaproteobacteria(1) 	Unknown(1) Myxococcales(1) Micromonosporales(3) 	Micromonosporaceae(3) Unknown(1) Sandaracinaceae(1) 	Unknown(2) Verrucosispora(3) 
OTU2340	Proteobacteria(2) Chloroflexi(2) Acidobacteria(1) 	Gammaproteobacteria(2) Holophagae(1) Anaerolineae(2) 	Oceanospirillales(2) Holophagales(1) Anaerolineales(2) 	Anaerolineaceae(2) Holophagaceae(1) Halomonadaceae(2) 	Holophaga(1) Longilinea(2) Kushneria(2) 
OTU2341	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)	Unknown(5)
OTU2342	Planctomycetes(5)	Planctomycetia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Gemmata(5)
OTU2343	Actinobacteria(5)	Acidimicrobiia(5)	Acidimicrobiales(5)	Iamiaceae(5)	Iamia(5)
OTU2344	Proteobacteria(5)	Gammaproteobacteria(5)	Legionellales(1) Chromatiales(3) Pseudomonadales(1) 	Pseudomonadaceae(1) Ectothiorhodospiraceae(3) Coxiellaceae(1) 	Pseudomonas(1) Thiorhodospira(3) Coxiella(1) 
OTU2345	Chloroflexi(5)	Caldilineae(5)	Caldilineales(5)	Caldilineaceae(5)	Caldilinea(5)
OTU2346	Acidobacteria(5)	Holophagae(5)	Holophagales(5)	Holophagaceae(5)	Holophaga(5)
OTU2347	Proteobacteria(5)	Gammaproteobacteria(5)	Chromatiales(5)	Chromatiaceae(5)	Nitrosococcus(5)
OTU2348	Proteobacteria(5)	Deltaproteobacteria(5)	Syntrophobacterales(5)	Syntrophaceae(5)	Smithella(5)
OTU2349	Bacteroidetes(5)	Cytophagia(5)	Cytophagales(5)	Cytophagaceae(5)	Flexibacter(5)
OTU2350	Actinobacteria(5)	Actinobacteria(5)	Propionibacteriales(5)	Propionibacteriaceae(5)	Microlunatus(5)
OTU2351	Euryarchaeota(5)	Halobacteria(5)	Halobacteriales(5)	Unknown(5)	Unknown(5)
OTU2352	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Gemmata(5)
OTU2353	Proteobacteria(5)	Gammaproteobacteria(5)	Thiotrichales(4) Legionellales(1) 	Piscirickettsiaceae(4) Coxiellaceae(1) 	Cycloclasticus(4) Coxiella(1) 
OTU2354	Planctomycetes(5)	Planctomycetacia(5)	Planctomycetales(5)	Planctomycetaceae(5)	Planctomyces(5)
OTU2355	Proteobacteria(5)	Betaproteobacteria(5)	Burkholderiales(5)	Burkholderiaceae(5)	Burkholderia(4) Pandoraea(1) 
OTU2356	Proteobacteria(5)	Alphaproteobacteria(5)	Rickettsiales(5)	Holosporaceae(5)	Holospora(5)
OTU2357	Proteobacteria(5)	Alphaproteobacteria(5)	Rhodospirillales(5)	Rhodospirillaceae(5)	Skermanella(2) Azospirillum(3) 
OTU2358	Firmicutes(5)	Bacilli(5)	Bacillales(5)	Bacillaceae(4) Planococcaceae(1) 	Planomicrobium(1) Geobacillus(1) Bacillus(3) 
OTU2359	Actinobacteria(1) Firmicutes(4) 	Thermoleophilia(1) Clostridia(4) 	Solirubrobacterales(1) Thermoanaerobacterales(4) 	Thermoanaerobacteraceae(4) Patulibacteraceae(1) 	Patulibacter(1) Gelria(4) 
OTU2360	Proteobacteria(5)	Gammaproteobacteria(5)	Pseudomonadales(5)	Pseudomonadaceae(5)	Pseudomonas(5)
OTU2361	Bacteroidetes(4) Deinococcus-Thermus(1) 	Deinococci(1) Sphingobacteriia(4) 	Deinococcales(1) Sphingobacteriales(4) 	Trueperaceae(1) Chitinophagaceae(4) 	Ferruginibacter(4) Truepera(1) 
OTU2362	Proteobacteria(5)	Deltaproteobacteria(5)	Myxococcales(5)	Polyangiaceae(5)	Sorangium(5)
OTU2363	Actinobacteria(5)	Acidimicrobiia(5)	Acidimicrobiales(5)	Iamiaceae(5)	Iamia(5)
OTU2364	Proteobacteria(5)	Gammaproteobacteria(5)	Enterobacteriales(5)	Enterobacteriaceae(5)	Enterobacter(5)
OTU2365	Proteobacteria(5)	Betaproteobacteria(5)	Burkholderiales(5)	Burkholderiaceae(5)	Ralstonia(5)
OTU2366	Acidobacteria(4) Actinobacteria(1) 	Holophagae(4) Actinobacteria(1) 	Micrococcales(1) Holophagales(4) 	Holophagaceae(4) Microbacteriaceae(1) 	Holophaga(4) Frigoribacterium(1) 
OTU2367	Acidobacteria(1) Firmicutes(4) 	Clostridia(4) Holophagae(1) 	Holophagales(1) Clostridiales(4) 	Gracilibacteraceae(4) Holophagaceae(1) 	Lutispora(4) Holophaga(1) 
OTU2368	Bacteroidetes(5)	Flavobacteria(5)	Flavobacteriales(5)	Cryomorphaceae(5)	Fluviicola(5)
OTU2369	Proteobacteria(1) Acidobacteria(4) 	Holophagae(4) Gammaproteobacteria(1) 	Xanthomonadales(1) Holophagales(4) 	Holophagaceae(4) Xanthomonadaceae(1) 	Geothrix(1) Lysobacter(1) Holophaga(3) 
OTU2370	Proteobacteria(5)	Alphaproteobacteria(3) Deltaproteobacteria(2) 	Rhizobiales(3) Syntrophobacterales(2) 	Hyphomicrobiaceae(1) Syntrophaceae(2) Methylocystaceae(2) 	Pleomorphomonas(2) Desulfobacca(1) Syntrophus(1) Devosia(1) 
OTU2371	Firmicutes(5)	Bacilli(5)	Bacillales(5)	Planococcaceae(1) Unknown(1) Bacillaceae(3) 	Sporosarcina(1) Exiguobacterium(1) Bacillus(3) 
OTU2372	Firmicutes(5)	Bacilli(5)	Unknown(1) Bacillales(4) 	Bacillaceae(1) Paenibacillaceae(2) Unknown(2) 	Unknown(2) Aeribacillus(1) Paenibacillus(2) 
