DEFINED OTU	PHYLUM	CLASS	ORDER	FAMILY	GENUS
OTU13627	Planctomycetes(1)	Phycisphaerae(1)	Phycisphaerales(1)	Phycisphaeraceae(1)	Phycisphaera(1)
OTU13628	Bacteroidetes(1)	Flavobacteria(1)	Flavobacteriales(1)	Cryomorphaceae(1)	Fluviicola(1)
OTU13629	Firmicutes(1)	Clostridia(1)	Clostridiales(1)	Clostridiaceae(1)	Tindallia(1)
OTU13630	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Zavarzinella(1)
OTU13631	Bacteroidetes(1)	Flavobacteria(1)	Flavobacteriales(1)	Flavobacteriaceae(1)	Flavobacterium(1)
OTU13632	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Variovorax(1)
OTU13633	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Arenimonas(1)
OTU13634	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Haliangiaceae(1)	Haliangium(1)
OTU13635	Proteobacteria(1)	Gammaproteobacteria(1)	Chromatiales(1)	Chromatiaceae(1)	Nitrosococcus(1)
OTU13636	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Rhodobiaceae(1)	Afifella(1)
OTU13637	Proteobacteria(1)	Gammaproteobacteria(1)	Chromatiales(1)	Chromatiaceae(1)	Nitrosococcus(1)
OTU13638	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Alcaligenaceae(1)	Achromobacter(1)
OTU13639	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Rhodobiaceae(1)	Rhodobium(1)
OTU13640	Proteobacteria(1)	Gammaproteobacteria(1)	Pseudomonadales(1)	Pseudomonadaceae(1)	Unknown(1)
OTU13641	Firmicutes(1)	Clostridia(1)	Clostridiales(1)	Gracilibacteraceae(1)	Gracilibacter(1)
OTU13642	Proteobacteria(1)	Gammaproteobacteria(1)	Pseudomonadales(1)	Pseudomonadaceae(1)	Pseudomonas(1)
OTU13643	Bacteroidetes(1)	Flavobacteria(1)	Flavobacteriales(1)	Flavobacteriaceae(1)	Flavobacterium(1)
OTU13644	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Niastella(1)
OTU13645	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Zavarzinella(1)
OTU13646	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Variovorax(1)
OTU13647	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Saprospiraceae(1)	Lewinella(1)
OTU13648	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Polyangiaceae(1)	Sorangium(1)
OTU13649	Proteobacteria(1)	Betaproteobacteria(1)	Hydrogenophilales(1)	Hydrogenophilaceae(1)	Thiobacillus(1)
OTU13650	Chloroflexi(1)	Anaerolineae(1)	Anaerolineales(1)	Anaerolineaceae(1)	Thermanaerothrix(1)
OTU13651	Proteobacteria(1)	Alphaproteobacteria(1)	Sphingomonadales(1)	Sphingomonadaceae(1)	Sphingomonas(1)
OTU13652	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU13653	Actinobacteria(1)	Thermoleophilia(1)	Gaiellales(1)	Gaiellaceae(1)	Gaiella(1)
OTU13654	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Burkholderiaceae(1)	Burkholderia(1)
OTU13655	Proteobacteria(1)	Alphaproteobacteria(1)	Caulobacterales(1)	Hyphomonadaceae(1)	Hirschia(1)
OTU13656	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Bradyrhizobiaceae(1)	Bradyrhizobium(1)
OTU13657	Chloroflexi(1)	Caldilineae(1)	Caldilineales(1)	Caldilineaceae(1)	Caldilinea(1)
OTU13658	Bacteroidetes(1)	Flavobacteria(1)	Flavobacteriales(1)	Flavobacteriaceae(1)	Flavobacterium(1)
OTU13659	Actinobacteria(1)	Thermoleophilia(1)	Solirubrobacterales(1)	Solirubrobacteraceae(1)	Solirubrobacter(1)
OTU13660	Proteobacteria(1)	Deltaproteobacteria(1)	Desulfuromonadales(1)	Desulfuromonadaceae(1)	Desulfuromonas(1)
OTU13661	Proteobacteria(1)	Gammaproteobacteria(1)	Pseudomonadales(1)	Pseudomonadaceae(1)	Pseudomonas(1)
OTU13662	Bacteroidetes(1)	Flavobacteriia(1)	Flavobacteriales(1)	Cryomorphaceae(1)	Fluviicola(1)
OTU13663	Proteobacteria(1)	Betaproteobacteria(1)	Rhodocyclales(1)	Rhodocyclaceae(1)	Azospira(1)
OTU13664	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Unknown(1)	Unknown(1)
OTU13665	Bacteroidetes(1)	Flavobacteria(1)	Flavobacteriales(1)	Flavobacteriaceae(1)	Flavobacterium(1)
OTU13666	Planctomycetes(1)	Planctomycetia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Gemmata(1)
OTU13667	Proteobacteria(1)	Gammaproteobacteria(1)	Legionellales(1)	Coxiellaceae(1)	Aquicella(1)
OTU13668	Proteobacteria(1)	Deltaproteobacteria(1)	Desulfobacterales(1)	Nitrospinaceae(1)	Nitrospina(1)
OTU13669	Cyanobacteria(1)	Unknown(1)	Unknown(1)	Unknown(1)	Lyngbya(1)
OTU13670	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Rhodobiaceae(1)	Afifella(1)
OTU13671	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Rhodanobacter(1)
OTU13672	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Methylobacteriaceae(1)	Microvirga(1)
OTU13673	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU13674	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13675	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Unknown(1)
OTU13676	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Alcaligenaceae(1)	Achromobacter(1)
OTU13677	Planctomycetes(1)	Planctomycetia(1)	Planctomycetales(1)	Unknown(1)	Unknown(1)
OTU13678	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Cystobacteraceae(1)	Cystobacter(1)
OTU13679	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Geothrix(1)
OTU13680	Bacteroidetes(1)	Cytophagia(1)	Cytophagales(1)	Cytophagaceae(1)	Flexibacter(1)
OTU13681	Proteobacteria(1)	Deltaproteobacteria(1)	Desulfobacterales(1)	Desulfobulbaceae(1)	Desulfobulbus(1)
OTU13682	Proteobacteria(1)	Gammaproteobacteria(1)	Pseudomonadales(1)	Pseudomonadaceae(1)	Pseudomonas(1)
OTU13683	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Polyangiaceae(1)	Sorangium(1)
OTU13684	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Unknown(1)	Rhizomicrobium(1)
OTU13685	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Planctomyces(1)
OTU13686	Proteobacteria(1)	Deltaproteobacteria(1)	Desulfuromonadales(1)	Geobacteraceae(1)	Geobacter(1)
OTU13687	Gemmatimonadetes(1)	Gemmatimonadetes(1)	Gemmatimonadales(1)	Gemmatimonadaceae(1)	Gemmatimonas(1)
OTU13688	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Sinobacteraceae(1)	Steroidobacter(1)
OTU13689	Gemmatimonadetes(1)	Gemmatimonadetes(1)	Gemmatimonadales(1)	Gemmatimonadaceae(1)	Gemmatimonas(1)
OTU13690	Proteobacteria(1)	Alphaproteobacteria(1)	Rhodospirillales(1)	Rhodospirillaceae(1)	Dongia(1)
OTU13691	Actinobacteria(1)	Actinobacteria(1)	Kineosporiales(1)	Kineosporiaceae(1)	Angustibacter(1)
OTU13692	Actinobacteria(1)	Acidimicrobiia(1)	Acidimicrobiales(1)	Iamiaceae(1)	Iamia(1)
OTU13693	Actinobacteria(1)	Actinobacteria(1)	Frankiales(1)	Frankiaceae(1)	Frankia(1)
OTU13694	Crenarchaeota(1)	Thermoprotei(1)	Desulfurococcales(1)	Desulfurococcaceae(1)	Sulfophobococcus(1)
OTU13695	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU13696	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13697	Proteobacteria(1)	Gammaproteobacteria(1)	Legionellales(1)	Coxiellaceae(1)	Aquicella(1)
OTU13698	Proteobacteria(1)	Betaproteobacteria(1)	Methylophilales(1)	Methylophilaceae(1)	Methylotenera(1)
OTU13699	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Sinobacteraceae(1)	Steroidobacter(1)
OTU13700	Proteobacteria(1)	Betaproteobacteria(1)	Methylophilales(1)	Methylophilaceae(1)	Methylotenera(1)
OTU13701	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13702	Proteobacteria(1)	Gammaproteobacteria(1)	Thiotrichales(1)	Thiotrichaceae(1)	Beggiatoa(1)
OTU13703	Planctomycetes(1)	Planctomycetia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Gemmata(1)
OTU13704	Proteobacteria(1)	Alphaproteobacteria(1)	Rhodospirillales(1)	Acetobacteraceae(1)	Acidisphaera(1)
OTU13705	Actinobacteria(1)	Actinobacteria(1)	Micrococcales(1)	Microbacteriaceae(1)	Frigoribacterium(1)
OTU13706	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Burkholderiaceae(1)	Burkholderia(1)
OTU13707	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13708	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13709	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Schlesneria(1)
OTU13710	Proteobacteria(1)	Alphaproteobacteria(1)	Sphingomonadales(1)	Erythrobacteraceae(1)	Porphyrobacter(1)
OTU13711	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Burkholderiaceae(1)	Ralstonia(1)
OTU13712	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Unknown(1)
OTU13713	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Bradyrhizobiaceae(1)	Bradyrhizobium(1)
OTU13714	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Singulisphaera(1)
OTU13715	Verrucomicrobia(1)	Verrucomicrobiae(1)	Verrucomicrobiales(1)	Verrucomicrobiaceae(1)	Prosthecobacter(1)
OTU13716	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Dokdonella(1)
OTU13717	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Sinobacteraceae(1)	Steroidobacter(1)
OTU13718	Firmicutes(1)	Clostridia(1)	Clostridiales(1)	Christensenellaceae(1)	Christensenella(1)
OTU13719	Proteobacteria(1)	Alphaproteobacteria(1)	Rhodospirillales(1)	Rhodospirillaceae(1)	Azospirillum(1)
OTU13720	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Luteibacter(1)
OTU13721	Actinobacteria(1)	Thermoleophilia(1)	Gaiellales(1)	Gaiellaceae(1)	Gaiella(1)
OTU13722	Proteobacteria(1)	Gammaproteobacteria(1)	Legionellales(1)	Coxiellaceae(1)	Aquicella(1)
OTU13723	Actinobacteria(1)	Actinobacteria(1)	Micrococcales(1)	Microbacteriaceae(1)	Frigoribacterium(1)
OTU13724	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13725	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13726	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13727	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Sinobacteraceae(1)	Steroidobacter(1)
OTU13728	Proteobacteria(1)	Betaproteobacteria(1)	Methylophilales(1)	Methylophilaceae(1)	Methylotenera(1)
OTU13729	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13730	Proteobacteria(1)	Alphaproteobacteria(1)	Rhodospirillales(1)	Rhodospirillaceae(1)	Azospirillum(1)
OTU13731	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Dyella(1)
OTU13732	Proteobacteria(1)	Gammaproteobacteria(1)	Legionellales(1)	Coxiellaceae(1)	Aquicella(1)
OTU13733	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13734	Acidobacteria(1)	Solibacteres(1)	Solibacterales(1)	Solibacteraceae(1)	Candidatus_Solibacter(1)
OTU13735	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Hyphomicrobiaceae(1)	Rhodoplanes(1)
OTU13736	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13737	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Zavarzinella(1)
OTU13738	Firmicutes(1)	Clostridia(1)	Thermoanaerobacterales(1)	Thermodesulfobiaceae(1)	Coprothermobacter(1)
OTU13739	Proteobacteria(1)	Alphaproteobacteria(1)	Rhodospirillales(1)	Rhodospirillaceae(1)	Skermanella(1)
OTU13740	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13741	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Polaromonas(1)
OTU13742	Chloroflexi(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU13743	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Cystobacteraceae(1)	Anaeromyxobacter(1)
OTU13744	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Variovorax(1)
OTU13745	Actinobacteria(1)	Actinobacteria(1)	Micrococcales(1)	Microbacteriaceae(1)	Frigoribacterium(1)
OTU13746	Proteobacteria(1)	Alphaproteobacteria(1)	Caulobacterales(1)	Caulobacteraceae(1)	Phenylobacterium(1)
OTU13747	Chloroflexi(1)	Ktedonobacteria(1)	Ktedonobacterales(1)	Ktedonobacteraceae(1)	Ktedonobacter(1)
OTU13748	Proteobacteria(1)	Alphaproteobacteria(1)	Caulobacterales(1)	Caulobacteraceae(1)	Phenylobacterium(1)
OTU13749	Proteobacteria(1)	Gammaproteobacteria(1)	Pseudomonadales(1)	Pseudomonadaceae(1)	Pseudomonas(1)
OTU13750	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Unknown(1)	Unknown(1)
OTU13751	Firmicutes(1)	Clostridia(1)	Thermolithobacterales(1)	Thermolithobacteraceae(1)	Thermolithobacter(1)
OTU13752	Proteobacteria(1)	Betaproteobacteria(1)	Rhodocyclales(1)	Rhodocyclaceae(1)	Sterolibacterium(1)
OTU13753	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Variovorax(1)
OTU13754	Proteobacteria(1)	Betaproteobacteria(1)	Rhodocyclales(1)	Rhodocyclaceae(1)	Azospira(1)
OTU13755	Actinobacteria(1)	Thermoleophilia(1)	Gaiellales(1)	Gaiellaceae(1)	Gaiella(1)
OTU13756	Bacteroidetes(1)	Flavobacteria(1)	Flavobacteriales(1)	Cryomorphaceae(1)	Owenweeksia(1)
OTU13757	Bacteroidetes(1)	Cytophagia(1)	Cytophagales(1)	Cytophagaceae(1)	Flexibacter(1)
OTU13758	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Simplicispira(1)
OTU13759	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Parasegetibacter(1)
OTU13760	Proteobacteria(1)	Alphaproteobacteria(1)	Sphingomonadales(1)	Erythrobacteraceae(1)	Altererythrobacter(1)
OTU13761	Firmicutes(1)	Bacilli(1)	Bacillales(1)	Bacillaceae(1)	Bacillus(1)
OTU13762	Gemmatimonadetes(1)	Gemmatimonadetes(1)	Gemmatimonadales(1)	Gemmatimonadaceae(1)	Gemmatimonas(1)
OTU13763	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13764	Proteobacteria(1)	Gammaproteobacteria(1)	Chromatiales(1)	Chromatiaceae(1)	Nitrosococcus(1)
OTU13765	Actinobacteria(1)	Actinobacteria(1)	Propionibacteriales(1)	Nocardioidaceae(1)	Nocardioides(1)
OTU13766	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Hyphomicrobiaceae(1)	Hyphomicrobium(1)
OTU13767	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Hyphomicrobiaceae(1)	Hyphomicrobium(1)
OTU13768	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Lysobacter(1)
OTU13769	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Chitinophaga(1)
OTU13770	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Zavarzinella(1)
OTU13771	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Geothrix(1)
OTU13772	Nitrospirae(1)	Nitrospira(1)	Nitrospirales(1)	Nitrospiraceae(1)	Nitrospira(1)
OTU13773	Actinobacteria(1)	Actinobacteria(1)	Micrococcales(1)	Intrasporangiaceae(1)	Oryzihumus(1)
OTU13774	Actinobacteria(1)	Actinobacteria(1)	Propionibacteriales(1)	Nocardioidaceae(1)	Nocardioides(1)
OTU13775	Actinobacteria(1)	Thermoleophilia(1)	Gaiellales(1)	Gaiellaceae(1)	Gaiella(1)
OTU13776	Proteobacteria(1)	Deltaproteobacteria(1)	Desulfobacterales(1)	Desulfobulbaceae(1)	Desulfobulbus(1)
OTU13777	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13778	Proteobacteria(1)	Gammaproteobacteria(1)	Chromatiales(1)	Chromatiaceae(1)	Nitrosococcus(1)
OTU13779	Proteobacteria(1)	Deltaproteobacteria(1)	Desulfobacterales(1)	Nitrospinaceae(1)	Candidatus_Entotheonella(1)
OTU13780	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Phyllobacteriaceae(1)	Phyllobacterium(1)
OTU13781	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Aquabacterium(1)
OTU13782	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Delftia(1)
OTU13783	Chloroflexi(1)	Caldilineae(1)	Caldilineales(1)	Caldilineaceae(1)	Caldilinea(1)
OTU13784	Verrucomicrobia(1)	Opitutae(1)	Opitutales(1)	Opitutaceae(1)	Opitutus(1)
OTU13785	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13786	Firmicutes(1)	Bacilli(1)	Bacillales(1)	Planococcaceae(1)	Lysinibacillus(1)
OTU13787	Chloroflexi(1)	Anaerolineae(1)	Anaerolineales(1)	Anaerolineaceae(1)	Longilinea(1)
OTU13788	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Rhodobiaceae(1)	Rhodobium(1)
OTU13789	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Flavisolibacter(1)
OTU13790	Actinobacteria(1)	Thermoleophilia(1)	Gaiellales(1)	Gaiellaceae(1)	Gaiella(1)
OTU13791	Chloroflexi(1)	Anaerolineae(1)	Anaerolineales(1)	Anaerolineaceae(1)	Leptolinea(1)
OTU13792	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Planctomyces(1)
OTU13793	Gemmatimonadetes(1)	Gemmatimonadetes(1)	Gemmatimonadales(1)	Gemmatimonadaceae(1)	Gemmatimonas(1)
OTU13794	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13795	Proteobacteria(1)	Betaproteobacteria(1)	Rhodocyclales(1)	Rhodocyclaceae(1)	Azospira(1)
OTU13796	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13797	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Piscinibacter(1)
OTU13798	Proteobacteria(1)	Deltaproteobacteria(1)	Syntrophobacterales(1)	Syntrophobacteraceae(1)	Syntrophobacter(1)
OTU13799	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Rhodanobacter(1)
OTU13800	Proteobacteria(1)	Gammaproteobacteria(1)	Chromatiales(1)	Chromatiaceae(1)	Nitrosococcus(1)
OTU13801	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Oxalobacteraceae(1)	Massilia(1)
OTU13802	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Rhodanobacter(1)
OTU13803	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13804	Proteobacteria(1)	Deltaproteobacteria(1)	Desulfuromonadales(1)	Geobacteraceae(1)	Geobacter(1)
OTU13805	Actinobacteria(1)	Thermoleophilia(1)	Gaiellales(1)	Gaiellaceae(1)	Gaiella(1)
OTU13806	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13807	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13808	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Unknown(1)
OTU13809	Actinobacteria(1)	Thermoleophilia(1)	Solirubrobacterales(1)	Patulibacteraceae(1)	Patulibacter(1)
OTU13810	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Unknown(1)
OTU13811	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13812	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Flavisolibacter(1)
OTU13813	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Unknown(1)
OTU13814	Firmicutes(1)	Clostridia(1)	Thermoanaerobacterales(1)	Thermodesulfobiaceae(1)	Coprothermobacter(1)
OTU13815	Proteobacteria(1)	Gammaproteobacteria(1)	Chromatiales(1)	Chromatiaceae(1)	Nitrosococcus(1)
OTU13816	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Haliangiaceae(1)	Haliangium(1)
OTU13817	Proteobacteria(1)	Gammaproteobacteria(1)	Legionellales(1)	Coxiellaceae(1)	Coxiella(1)
OTU13818	Bacteroidetes(1)	Flavobacteriia(1)	Flavobacteriales(1)	Flavobacteriaceae(1)	Flavobacterium(1)
OTU13819	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13820	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Phaselicystidaceae(1)	Phaselicystis(1)
OTU13821	Actinobacteria(1)	Thermoleophilia(1)	Gaiellales(1)	Gaiellaceae(1)	Gaiella(1)
OTU13822	Proteobacteria(1)	Gammaproteobacteria(1)	Pseudomonadales(1)	Pseudomonadaceae(1)	Pseudomonas(1)
OTU13823	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Hyphomicrobiaceae(1)	Rhodoplanes(1)
OTU13824	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Bradyrhizobiaceae(1)	Bradyrhizobium(1)
OTU13825	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Phyllobacteriaceae(1)	Unknown(1)
OTU13826	Proteobacteria(1)	Alphaproteobacteria(1)	Rhizobiales(1)	Rhodobiaceae(1)	Rhodobium(1)
OTU13827	Bacteroidetes(1)	Cytophagia(1)	Cytophagales(1)	Cytophagaceae(1)	Flexibacter(1)
OTU13828	Actinobacteria(1)	Actinobacteria(1)	Propionibacteriales(1)	Nocardioidaceae(1)	Marmoricola(1)
OTU13829	Actinobacteria(1)	Actinobacteria(1)	Micrococcales(1)	Microbacteriaceae(1)	Frigoribacterium(1)
OTU13830	Proteobacteria(1)	Gammaproteobacteria(1)	Chromatiales(1)	Chromatiaceae(1)	Nitrosococcus(1)
OTU13831	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Ferruginibacter(1)
OTU13832	Chloroflexi(1)	Ktedonobacteria(1)	Ktedonobacterales(1)	Ktedonobacteraceae(1)	Ktedonobacter(1)
OTU13833	Firmicutes(1)	Bacilli(1)	Bacillales(1)	Thermoactinomycetaceae(1)	Shimazuella(1)
OTU13834	Bacteroidetes(1)	Sphingobacteriia(1)	Sphingobacteriales(1)	Chitinophagaceae(1)	Sediminibacterium(1)
OTU13835	Bacteroidetes(1)	Cytophagia(1)	Cytophagales(1)	Cytophagaceae(1)	Flexibacter(1)
OTU13836	Firmicutes(1)	Bacilli(1)	Bacillales(1)	Bacillaceae(1)	Bacillus(1)
OTU13837	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Sinobacteraceae(1)	Steroidobacter(1)
OTU13838	Bacteroidetes(1)	Flavobacteria(1)	Flavobacteriales(1)	Flavobacteriaceae(1)	Flavobacterium(1)
OTU13839	Firmicutes(1)	Clostridia(1)	Clostridiales(1)	Caldicoprobacteraceae(1)	Caldicoprobacter(1)
OTU13840	Chloroflexi(1)	Anaerolineae(1)	Anaerolineales(1)	Anaerolineaceae(1)	Longilinea(1)
OTU13841	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Cystobacteraceae(1)	Cystobacter(1)
OTU13842	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Gemmata(1)
OTU13843	Acidobacteria(1)	Holophagae(1)	Holophagales(1)	Holophagaceae(1)	Holophaga(1)
OTU13844	Proteobacteria(1)	Betaproteobacteria(1)	Burkholderiales(1)	Comamonadaceae(1)	Variovorax(1)
OTU13845	Planctomycetes(1)	Planctomycetacia(1)	Planctomycetales(1)	Planctomycetaceae(1)	Blastopirellula(1)
OTU13846	Proteobacteria(1)	Gammaproteobacteria(1)	Xanthomonadales(1)	Xanthomonadaceae(1)	Arenimonas(1)
OTU13847	Proteobacteria(1)	Deltaproteobacteria(1)	Myxococcales(1)	Haliangiaceae(1)	Haliangium(1)
