DEFINED OTU	PHYLUM	CLASS	ORDER	FAMILY	GENUS
OTU220	Unknown(34)	Unknown(34)	Unknown(34)	Unknown(34)	Unknown(34)
OTU221	Cyanobacteria(34)	Unknown(34)	Oscillatoriales(12) Chroococcales(22) 	Unknown(34)	Geitlerinema(2) Plectonema(1) Oscillatoria(1) Microcoleus(8) Thermosynechococcus(22) 
OTU222	Unknown(34)	Unknown(34)	Unknown(34)	Unknown(34)	Unknown(34)
OTU223	Chlorophyta(1) Cyanobacteria(32) 	Trebouxiophyceae(1) Unknown(32) 	Prochlorales(32) Unknown(1) 	Prochlorococcaceae(32) Unknown(1) 	Prochlorococcus(32) Pseudochloris(1) 
OTU224	Unknown(33)	Unknown(33)	Unknown(33)	Unknown(33)	Unknown(33)
OTU225	Unknown(33)	Unknown(33)	Unknown(33)	Unknown(33)	Unknown(33)
OTU226	Unknown(32)	Chlorokybophyceae(32)	Chlorokybales(32)	Chlorokybaceae(32)	Chlorokybus(32)
OTU227	Chlorophyta(32)	Trebouxiophyceae(6) Chlorophyceae(26) 	Chlorellales(6) Sphaeropleales(19) Chlamydomonadales(7) 	Chlamydomonadaceae(6) Chlorococcaceae(1) Scenedesmaceae(19) Chlorellaceae(6) 	Chlorococcum(1) Chlamydomonas(5) Chlorella(6) Chloromonas(1) Acutodesmus(19) 
OTU228	Unknown(32)	Unknown(32)	Unknown(32)	Unknown(32)	Unknown(32)
OTU229	Bacillariophyta(30) Unknown(1) 	Bacillariophyceae(30) Unknown(1) 	Eunotiales(30) Unknown(1) 	Unknown(1) Eunotiaceae(30) 	Eunotia(30) Unknown(1) 
OTU230	Cyanobacteria(31)	Unknown(31)	Pleurocapsales(1) Oscillatoriales(3) Nostocales(27) 	Nostocaceae(27) Unknown(4) 	Nostoc(1) Nodularia(2) Chroococcidiopsis(1) Crinalium(3) Cylindrospermum(4) Anabaena(20) 
OTU231	Chlorophyta(29) Unknown(1) 	Unknown(1) Trebouxiophyceae(1) Chlorophyceae(28) 	Unknown(2) Sphaeropleales(26) Chlamydomonadales(2) 	Unknown(2) Chlamydomonadaceae(2) Scenedesmaceae(26) 	Picochlorum(1) Acutodesmus(26) Chlorotetraedron(1) Chlamydomonas(2) 
OTU232	Cyanobacteria(30)	Unknown(30)	Oscillatoriales(27) Unknown(3) 	Unknown(30)	Kamptonema(14) Coleofasciculus(1) Unknown(3) Microcoleus(12) 
OTU233	Chlorophyta(30)	Chlorophyceae(30)	Chlamydomonadales(30)	Chlorococcaceae(29) Chlamydomonadaceae(1) 	Chlamydomonas(1) Chlorococcum(29) 
OTU234	Chlorophyta(30)	Trebouxiophyceae(30)	Chlorellales(29) Unknown(1) 	Chlorellaceae(29) Unknown(1) 	Chlorella(1) Unknown(1) Auxenochlorella(28) 
OTU235	Unknown(1) Cyanobacteria(28) 	Unknown(29)	Unknown(1) Prochlorales(28) 	Unknown(1) Prochlorotrichaceae(28) 	Unknown(1) Prochlorothrix(28) 
OTU236	Chlorophyta(7) Bacillariophyta(5) Unknown(17) 	Chlorophyceae(1) Bacillariophyceae(5) Unknown(17) Trebouxiophyceae(6) 	Cymbellales(1) Chlamydomonadales(1) Unknown(23) Eunotiales(4) 	Golenkiniaceae(1) Eunotiaceae(4) Unknown(23) Gomphonemataceae(1) 	Eunotia(4) Didymosphenia(1) Golenkinia(1) Neocystis(1) Unknown(19) Picochlorum(3) 
OTU237	Cyanobacteria(8) Unknown(5) Chlorophyta(9) Bacillariophyta(7) 	Unknown(13) Trebouxiophyceae(9) Bacillariophyceae(7) 	Bacillariales(1) Prochlorales(8) Cymbellales(6) Unknown(14) 	Bacillariaceae(1) Gomphonemataceae(6) Unknown(14) Prochlorococcaceae(8) 	Neocystis(9) Unknown(6) Didymosphenia(6) Prochlorococcus(8) 
OTU238	Unknown(28)	Eustigmatophyceae(28)	Eustigmatales(28)	Monodopsidaceae(28)	Nannochloropsis(28)
OTU239	Chlorophyta(28)	Trebouxiophyceae(28)	Unknown(1) Chlorellales(27) 	Chlorellaceae(27) Unknown(1) 	Chlorella(27) Picochlorum(1) 
OTU240	Chlorophyta(1) Cyanobacteria(27) 	Unknown(27) Trebouxiophyceae(1) 	Unknown(1) Oscillatoriales(27) 	Unknown(28)	Pseudanabaena(27) Picochlorum(1) 
OTU241	Cyanobacteria(28)	Unknown(28)	Unknown(28)	Unknown(28)	Unknown(28)
OTU242	Cyanobacteria(28)	Unknown(28)	Oscillatoriales(26) Chroococcales(2) 	Unknown(28)	Plectonema(13) Unknown(6) Oscillatoria(5) Crinalium(2) Thermosynechococcus(2) 
OTU243	Unknown(3) Anthocerotophyta(24) 	Zygnemophyceae(3) Anthocerotopsida(24) 	Zygnematales(3) Anthocerotales(24) 	Anthocerotaceae(24) Mesotaeniaceae(3) 	Mesotaenium(3) Anthoceros(24) 
OTU244	Cyanobacteria(27)	Unknown(27)	Oscillatoriales(27)	Unknown(27)	Microcoleus(1) Leptolyngbya(25) Unknown(1) 
OTU245	Chlorophyta(13) Cyanobacteria(14) 	Unknown(14) Trebouxiophyceae(13) 	Unknown(1) Oscillatoriales(14) Chlorellales(12) 	Chlorellaceae(12) Unknown(15) 	Chlorella(12) Pseudanabaena(14) Planctonema(1) 
OTU246	Cyanobacteria(27)	Unknown(27)	Nostocales(24) Pleurocapsales(1) Oscillatoriales(2) 	Unknown(3) Rivulariaceae(1) Nostocaceae(23) 	Chroococcidiopsis(1) Nodosilinea(2) Calothrix(1) Nostoc(23) 
OTU247	Cyanobacteria(6) Bacillariophyta(20) 	Unknown(6) Bacillariophyceae(20) 	Naviculales(18) Oscillatoriales(6) Bacillariales(2) 	Bacillariaceae(2) Naviculaceae(3) Unknown(6) Phaeodactylaceae(15) 	Cylindrotheca(1) Nodosilinea(6) Phaeodactylum(15) Unknown(1) Fistulifera(3) 
OTU248	Bryophyta(1) Cyanobacteria(25) 	Unknown(25) Bryopsida(1) 	Oscillatoriales(25) Hookeriales(1) 	Unknown(25) Hookeriaceae(1) 	Microcoleus(25) Hookeria(1) 
OTU249	Cyanobacteria(26)	Unknown(26)	Nostocales(26)	Nostocaceae(26)	Nostoc(17) Cylindrospermum(8) Anabaena(1) 
OTU250	Unknown(26)	Unknown(26)	Unknown(26)	Unknown(26)	Unknown(26)
OTU251	Cyanobacteria(26)	Unknown(26)	Nostocales(26)	Nostocaceae(26)	Nostoc(4) Cylindrospermum(17) Anabaena(5) 
OTU252	Unknown(25)	Unknown(25)	Unknown(25)	Unknown(25)	Unknown(25)
OTU253	Cyanobacteria(25)	Unknown(25)	Prochlorales(8) Pleurocapsales(4) Oscillatoriales(8) Chroococcales(5) 	Prochlorotrichaceae(8) Unknown(17) 	Chroococcidiopsis(4) Prochlorothrix(8) Leptolyngbya(2) Plectonema(3) Synechocystis(1) Microcoleus(1) Synechococcus(4) Unknown(1) Geitlerinema(1) 
OTU254	Unknown(25)	Unknown(3) Phaeophyceae(1) Xanthophyceae(21) 	Vaucheriales(21) Unknown(4) 	Vaucheriaceae(21) Unknown(4) 	Vaucheria(21) Sargassum(1) Unknown(3) 
OTU255	Bacillariophyta(16) Cryptophyta(1) Unknown(2) Cyanobacteria(6) 	Unknown(10) Fragilariophyceae(7) Bacillariophyceae(8) 	Oscillatoriales(6) Unknown(3) Cryptomonadales(1) Eunotiales(1) Fragilariales(7) Naviculales(1) Cymbellales(6) 	Cryptomonadaceae(1) Gomphonemataceae(6) Fragilariaceae(7) Naviculaceae(1) Eunotiaceae(1) Unknown(9) 	Asterionella(7) Fistulifera(1) Microcoleus(4) Unknown(3) Cryptomonas(1) Eunotia(1) Crinalium(2) Didymosphenia(6) 
OTU256	Chlorophyta(15) Unknown(10) 	Trebouxiophyceae(15) Dinophyceae(1) Unknown(9) 	Peridiniales(1) Unknown(9) Chlorellales(15) 	Chlorellaceae(15) Peridiniaceae(1) Unknown(9) 	Unknown(9) Chlorella(15) Kryptoperidinium(1) 
OTU257	Bacillariophyta(21) Cyanobacteria(4) 	Bacillariophyceae(21) Unknown(4) 	Oscillatoriales(4) Naviculales(21) 	Unknown(5) Phaeodactylaceae(20) 	Unknown(1) Oscillatoria(1) Phaeodactylum(20) Nodosilinea(3) 
OTU258	Cyanobacteria(25)	Unknown(25)	Unknown(6) Oscillatoriales(19) 	Unknown(25)	Microcoleus(1) Unknown(6) Kamptonema(18) 
OTU259	Cyanobacteria(25)	Unknown(25)	Pleurocapsales(1) Chroococcales(6) Oscillatoriales(16) Prochlorales(2) 	Unknown(23) Prochlorotrichaceae(2) 	Unknown(2) Synechococcus(4) Leptolyngbya(14) Plectonema(2) Chroococcidiopsis(1) Prochlorothrix(2) 
OTU260	Bryophyta(24)	Bryopsida(24)	Unknown(12) Hypnales(2) Bryales(9) Dicranales(1) 	Bryaceae(1) Ditrichaceae(1) Mniaceae(3) Unknown(19) 	Unknown(19) Mnium(3) Ceratodon(1) Bryum(1) 
OTU261	Cyanobacteria(3) Unknown(5) Chlorophyta(16) 	Chlorophyceae(16) Unknown(8) 	Oscillatoriales(3) Unknown(5) Chlamydomonadales(16) 	Chlamydomonadaceae(15) Unknown(8) Chlorococcaceae(1) 	Chloromonas(2) Chlorotetraedron(2) Characiochloris(3) Coleofasciculus(3) Chlamydomonas(13) Chlorococcum(1) 
OTU262	Unknown(24)	Unknown(24)	Unknown(24)	Unknown(24)	Unknown(24)
OTU263	Unknown(2) Cyanobacteria(1) Bacillariophyta(1) Chlorophyta(20) 	Unknown(3) Bacillariophyceae(1) Chlorophyceae(20) 	Unknown(2) Chlamydomonadales(20) Prochlorales(1) Bacillariales(1) 	Unknown(22) Prochlorococcaceae(1) Bacillariaceae(1) 	Ettlia(20) Prochlorococcus(1) Unknown(3) 
OTU264	Bacillariophyta(24)	Bacillariophyceae(24)	Unknown(2) Cymbellales(22) 	Gomphonemataceae(22) Unknown(2) 	Didymosphenia(22) Unknown(2) 
OTU265	Cyanobacteria(24)	Unknown(24)	Chroococcales(23) Oscillatoriales(1) 	Unknown(24)	Microcoleus(1) Cyanothece(23) 
OTU266	Unknown(24)	Unknown(24)	Unknown(24)	Unknown(24)	Unknown(24)
OTU267	Unknown(24)	Unknown(24)	Unknown(24)	Unknown(24)	Unknown(24)
OTU268	Unknown(23)	Unknown(1) Xanthophyceae(22) 	Unknown(1) Vaucheriales(22) 	Vaucheriaceae(22) Unknown(1) 	Vaucheria(22) Unknown(1) 
OTU269	Cyanobacteria(23)	Unknown(23)	Chroococcales(23)	Unknown(23)	Synechocystis(23)
OTU270	Chlorophyta(23)	Chlorophyceae(23)	Chlamydomonadales(1) Sphaeropleales(22) 	Chlamydomonadaceae(1) Unknown(1) Chromochloridaceae(21) 	Chloromonas(1) Unknown(1) Chromochloris(21) 
OTU271	Chlorophyta(6) Unknown(17) 	Unknown(17) Trebouxiophyceae(6) 	Microthamniales(2) Chlorellales(2) Unknown(19) 	Botryococcaceae(1) Unknown(20) Chlorellaceae(2) 	Lobosphaera(2) Botryococcus(1) Fusochloris(2) Unknown(18) 
OTU272	Unknown(22)	Unknown(21) Xanthophyceae(1) 	Vaucheriales(1) Unknown(21) 	Unknown(21) Vaucheriaceae(1) 	Sargassum(21) Vaucheria(1) 
OTU273	Cyanobacteria(18) Unknown(4) 	Unknown(22)	Prochlorales(18) Unknown(4) 	Unknown(4) Prochlorotrichaceae(18) 	Prochlorothrix(18) Unknown(4) 
OTU274	Bacillariophyta(18) Unknown(4) 	Unknown(4) Bacillariophyceae(18) 	Naviculales(12) Unknown(4) Bacillariales(6) 	Unknown(4) Phaeodactylaceae(12) Bacillariaceae(6) 	Phaeodactylum(12) Unknown(10) 
OTU275	Cyanobacteria(2) Chlorophyta(20) 	Unknown(2) Trebouxiophyceae(20) 	Prochlorales(2) Unknown(2) Chlorellales(18) 	Chlorellaceae(18) Prochlorococcaceae(2) Unknown(2) 	Chlorella(18) Neocystis(1) Planctonema(1) Prochlorococcus(2) 
OTU276	Cyanobacteria(1) Chlorophyta(21) 	Trebouxiophyceae(21) Unknown(1) 	Prochlorales(1) Unknown(21) 	Unknown(21) Prochlorococcaceae(1) 	Prochlorococcus(1) Unknown(21) 
OTU277	Unknown(3) Chlorophyta(19) 	Unknown(3) Chlorophyceae(19) 	Unknown(3) Chlamydomonadales(19) 	Unknown(3) Chlamydomonadaceae(19) 	Chlamydomonas(9) Characiochloris(3) Chloromonas(10) 
OTU278	Cyanobacteria(21)	Unknown(21)	Pleurocapsales(12) Oscillatoriales(1) Nostocales(8) 	Nostocaceae(8) Unknown(13) 	Leptolyngbya(1) Nostoc(8) Chroococcidiopsis(12) 
OTU279	Cyanobacteria(21)	Unknown(21)	Oscillatoriales(21)	Unknown(21)	Pseudanabaena(21)
OTU280	Cyanobacteria(21)	Unknown(21)	Chroococcales(4) Pleurocapsales(1) Oscillatoriales(16) 	Unknown(21)	Plectonema(1) Oscillatoria(7) Chroococcidiopsis(1) Arthrospira(1) Spirulina(1) Synechococcus(4) Unknown(1) Nodosilinea(5) 
OTU281	Cyanobacteria(20)	Unknown(20)	Oscillatoriales(20)	Unknown(20)	Microcoleus(1) Geitlerinema(1) Nodosilinea(1) Pseudanabaena(6) Coleofasciculus(11) 
OTU282	Unknown(20)	Unknown(20)	Unknown(20)	Unknown(20)	Unknown(20)
OTU283	Cyanobacteria(20)	Unknown(20)	Oscillatoriales(20)	Unknown(20)	Microcoleus(2) Kamptonema(6) Pseudanabaena(12) 
OTU284	Cyanobacteria(20)	Unknown(20)	Oscillatoriales(20)	Unknown(20)	Microcoleus(20)
OTU285	Cyanobacteria(18) Bryophyta(1) Chlorophyta(1) 	Trebouxiophyceae(1) Unknown(18) Bryopsida(1) 	Nostocales(1) Oscillatoriales(12) Chroococcales(4) Unknown(3) 	Nostocaceae(1) Unknown(19) 	Picochlorum(1) Synechococcus(1) Leptolyngbya(1) Unknown(11) Nostoc(1) Thermosynechococcus(3) Crinalium(2) 
OTU286	Chlorophyta(20)	Chlorophyceae(20)	Chlamydomonadales(20)	Chlamydomonadaceae(20)	Chlamydomonas(1) Chloromonas(19) 
OTU287	Bryophyta(19)	Bryopsida(19)	Unknown(10) Pottiales(9) 	Pottiaceae(9) Unknown(10) 	Unknown(10) Syntrichia(9) 
OTU288	Unknown(19)	Unknown(4) Phaeophyceae(13) Xanthophyceae(2) 	Ectocarpales(12) Vaucheriales(2) Laminariales(1) Unknown(4) 	Ectocarpaceae(12) Vaucheriaceae(2) Unknown(4) Alariaceae(1) 	Unknown(3) Sargassum(1) Ectocarpus(12) Vaucheria(2) Undaria(1) 
OTU289	Unknown(5) Cyanobacteria(1) Bacillariophyta(12) Chlorophyta(1) 	Trebouxiophyceae(1) Dinophyceae(2) Unknown(4) Bacillariophyceae(12) 	Peridiniales(2) Eunotiales(3) Unknown(4) Oscillatoriales(1) Naviculales(3) Cymbellales(6) 	Gomphonemataceae(6) Peridiniaceae(2) Naviculaceae(2) Unknown(6) Eunotiaceae(3) 	Plectonema(1) Fistulifera(2) Unknown(4) Dicloster(1) Kryptoperidinium(2) Eunotia(3) Didymosphenia(6) 
OTU290	Cyanobacteria(19)	Unknown(19)	Oscillatoriales(17) Pleurocapsales(2) 	Unknown(19)	Microcoleus(12) Unknown(1) Geitlerinema(4) Chroococcidiopsis(1) Stanieria(1) 
OTU291	Unknown(4) Bacillariophyta(15) 	Dinophyceae(4) Bacillariophyceae(14) Coscinodiscophyceae(1) 	Naviculales(10) Eunotiales(4) Peridiniales(4) Thalassiosirales(1) 	Peridiniaceae(4) Stephanodiscaceae(1) Naviculaceae(9) Phaeodactylaceae(1) Eunotiaceae(4) 	Fistulifera(9) Cyclotella(1) Eunotia(4) Kryptoperidinium(4) Phaeodactylum(1) 
OTU292	Unknown(19)	Unknown(19)	Unknown(19)	Unknown(19)	Unknown(19)
OTU293	Unknown(4) Cyanobacteria(13) Bacillariophyta(1) Chlorophyta(1) 	Bacillariophyceae(1) Chlorophyceae(1) Unknown(17) 	Chlamydomonadales(1) Oscillatoriales(13) Unknown(4) Eunotiales(1) 	Eunotiaceae(1) Unknown(17) Chlamydomonadaceae(1) 	Chlamydomonas(1) Kamptonema(1) Eunotia(1) Unknown(4) Microcoleus(2) Oscillatoria(10) 
OTU294	Unknown(3) Cyanobacteria(16) 	Unknown(19)	Prochlorales(16) Unknown(3) 	Unknown(3) Prochlorotrichaceae(16) 	Prochlorothrix(16) Unknown(3) 
OTU295	Chlorophyta(6) Unknown(12) Cyanobacteria(1) 	Unknown(13) Chlorophyceae(6) 	Unknown(12) Oscillatoriales(1) Sphaeropleales(6) 	Scenedesmaceae(6) Unknown(13) 	Acutodesmus(6) Oscillatoria(1) Chlorotetraedron(12) 
OTU296	Unknown(18)	Xanthophyceae(18)	Vaucheriales(18)	Vaucheriaceae(18)	Vaucheria(18)
OTU297	Chlorophyta(18)	Chlorophyceae(18)	Sphaeropleales(18)	Chromochloridaceae(18)	Chromochloris(18)
OTU298	Unknown(7) Chlorophyta(11) 	Unknown(7) Chlorophyceae(11) 	Sphaeropleales(11) Unknown(7) 	Unknown(7) Scenedesmaceae(11) 	Unknown(3) Characiochloris(1) Acutodesmus(11) Chlorotetraedron(3) 
OTU299	Cyanobacteria(1) Unknown(1) Chlorophyta(16) 	Unknown(2) Chlorophyceae(16) 	Chlamydomonadales(16) Unknown(1) Oscillatoriales(1) 	Chlamydomonadaceae(16) Unknown(2) 	Pseudanabaena(1) Chloromonas(16) Characiochloris(1) 
OTU300	Cyanobacteria(18)	Unknown(18)	Unknown(1) Oscillatoriales(17) 	Unknown(18)	Microcoleus(4) Unknown(1) Pseudanabaena(5) Kamptonema(8) 
OTU301	Unknown(17)	Eustigmatophyceae(17)	Eustigmatales(17)	Monodopsidaceae(17)	Nannochloropsis(17)
OTU302	Unknown(17)	Synurophyceae(17)	Synurales(17)	Mallomonadaceae(17)	Mallomonas(2) Synura(15) 
OTU303	Unknown(3) Bacillariophyta(6) Chlorophyta(8) 	Unknown(3) Coscinodiscophyceae(1) Chlorophyceae(8) Bacillariophyceae(5) 	Thalassiosirales(1) Bacillariales(1) Unknown(4) Cymbellales(2) Naviculales(1) Chlamydomonadales(8) 	Thalassiosiraceae(1) Bacillariaceae(1) Gomphonemataceae(2) Phaeodactylaceae(1) Unknown(4) Chlamydomonadaceae(8) 	Unknown(5) Chloromonas(7) Chlamydomonas(1) Phaeodactylum(1) Thalassiosira(1) Didymosphenia(2) 
OTU304	Cyanobacteria(17)	Unknown(17)	Nostocales(17)	Nostocaceae(17)	Unknown(2) Nostoc(6) Cylindrospermum(7) Anabaena(2) 
OTU305	Unknown(17)	Zygnemophyceae(17)	Zygnematales(17)	Mesotaeniaceae(17)	Cylindrocystis(17)
OTU306	Unknown(16)	Synurophyceae(15) Chrysophyceae(1) 	Synurales(15) Chromulinales(1) 	Chromulinaceae(1) Mallomonadaceae(15) 	Synura(15) Chromulina(1) 
OTU307	Unknown(5) Cyanobacteria(11) 	Eustigmatophyceae(5) Unknown(11) 	Nostocales(11) Eustigmatales(5) 	Monodopsidaceae(5) Nostocaceae(11) 	Nostoc(5) Cylindrospermum(6) Nannochloropsis(5) 
OTU308	Unknown(14) Bacillariophyta(2) 	Bacillariophyceae(2) Unknown(4) Dinophyceae(10) 	Peridiniales(10) Cymbellales(2) Unknown(4) 	Unknown(4) Gomphonemataceae(2) Peridiniaceae(10) 	Kryptoperidinium(10) Didymosphenia(2) Unknown(4) 
OTU309	Chlorophyta(3) Unknown(6) Cyanobacteria(7) 	Trebouxiophyceae(3) Chlorokybophyceae(2) Unknown(11) 	Prochlorales(1) Nostocales(1) Chlorokybales(2) Oscillatoriales(1) Chroococcales(3) Unknown(7) Pleurocapsales(1) 	Nostocaceae(1) Unknown(12) Chlorokybaceae(2) Prochlorococcaceae(1) 	Chlorokybus(2) Nostoc(1) Picochlorum(2) Unknown(5) Chroococcidiopsis(1) Cyanothece(3) Prochlorococcus(1) Dicloster(1) 
OTU310	Euglenozoa(16)	Unknown(16)	Euglenales(16)	Euglenaceae(16)	Euglena(16)
OTU311	Cyanobacteria(16)	Unknown(16)	Nostocales(16)	Nostocaceae(16)	Anabaena(2) Nostoc(14) 
OTU312	Cyanobacteria(16)	Unknown(16)	Nostocales(1) Chroococcales(2) Oscillatoriales(13) 	Unknown(15) Nostocaceae(1) 	Synechococcus(2) Unknown(2) Cylindrospermum(1) Coleofasciculus(5) Pseudanabaena(6) 
OTU313	Cyanobacteria(16)	Unknown(16)	Oscillatoriales(16)	Unknown(16)	Oscillatoria(16)
OTU314	Bacillariophyta(1) Unknown(15) 	Unknown(15) Bacillariophyceae(1) 	Bacillariales(1) Unknown(15) 	Bacillariaceae(1) Unknown(15) 	Unknown(16)
OTU315	Cyanobacteria(16)	Unknown(16)	Oscillatoriales(16)	Unknown(16)	Nodosilinea(3) Plectonema(12) Leptolyngbya(1) 
OTU316	Unknown(1) Bacillariophyta(15) 	Unknown(1) Bacillariophyceae(15) 	Bacillariales(6) Unknown(1) Naviculales(9) 	Bacillariaceae(6) Phaeodactylaceae(9) Unknown(1) 	Unknown(1) Cylindrotheca(6) Phaeodactylum(9) 
OTU317	Cyanobacteria(16)	Unknown(16)	Oscillatoriales(16)	Unknown(16)	Oscillatoria(15) Microcoleus(1) 
OTU318	Unknown(16)	Unknown(16)	Unknown(16)	Unknown(16)	Unknown(16)
OTU319	Unknown(15)	Unknown(15)	Unknown(15)	Unknown(15)	Unknown(15)
OTU320	Chlorophyta(15)	Chlorophyceae(15)	Chlamydomonadales(7) Unknown(8) 	Chlamydomonadaceae(4) Unknown(8) Chlorococcaceae(3) 	Carteria(8) Chlorococcum(3) Chlamydomonas(4) 
OTU321	Cyanobacteria(9) Unknown(1) Cryptophyta(1) Bacillariophyta(4) 	Dinophyceae(1) Unknown(10) Bacillariophyceae(4) 	Naviculales(2) Eunotiales(2) Cryptomonadales(1) Chroococcales(3) Oscillatoriales(6) Peridiniales(1) 	Eunotiaceae(2) Unknown(9) Naviculaceae(2) Peridiniaceae(1) Cryptomonadaceae(1) 	Coleofasciculus(2) Eunotia(2) Cyanothece(1) Pseudanabaena(4) Synechocystis(2) Cryptomonas(1) Fistulifera(2) Kryptoperidinium(1) 
OTU322	Cyanobacteria(14) Chlorophyta(1) 	Trebouxiophyceae(1) Unknown(14) 	Chroococcales(1) Unknown(1) Oscillatoriales(12) Prochlorales(1) 	Prochlorococcaceae(1) Unknown(14) 	Synechococcus(1) Picochlorum(1) Microcoleus(10) Prochlorococcus(1) Kamptonema(2) 
OTU323	Chlorophyta(15)	Chlorophyceae(6) Unknown(9) 	Unknown(9) Chlamydomonadales(6) 	Unknown(9) Chlamydomonadaceae(6) 	Unknown(9) Chlamydomonas(6) 
OTU324	Cyanobacteria(15)	Unknown(15)	Chroococcales(2) Unknown(4) Pleurocapsales(4) Oscillatoriales(5) 	Unknown(15)	Gloeocapsa(1) Oscillatoria(1) Unknown(4) Leptolyngbya(1) Coleofasciculus(3) Chroococcidiopsis(4) Cyanothece(1) 
OTU325	Unknown(15)	Unknown(15)	Unknown(15)	Unknown(15)	Unknown(15)
OTU326	Chlorophyta(15)	Chlorophyceae(15)	Chlamydomonadales(15)	Chlamydomonadaceae(15)	Chlamydomonas(15)
OTU327	Bacillariophyta(1) Cyanobacteria(1) Unknown(13) 	Unknown(12) Phaeophyceae(1) Xanthophyceae(1) Bacillariophyceae(1) 	Ectocarpales(1) Unknown(11) Oscillatoriales(1) Vaucheriales(1) Naviculales(1) 	Unknown(12) Vaucheriaceae(1) Naviculaceae(1) Ectocarpaceae(1) 	Costaria(11) Unknown(1) Ectocarpus(1) Fistulifera(1) Vaucheria(1) 
OTU328	Chlorophyta(15)	Trebouxiophyceae(15)	Unknown(15)	Unknown(4) Coccomyxaceae(11) 	Unknown(4) Coccomyxa(11) 
OTU329	Chlorophyta(15)	Chlorophyceae(15)	Chlamydomonadales(15)	Chlamydomonadaceae(15)	Chlamydomonas(15)
OTU330	Unknown(1) Chlorophyta(14) 	Chlorophyceae(14) Unknown(1) 	Chlamydomonadales(14) Unknown(1) 	Chlamydomonadaceae(14) Unknown(1) 	Characiochloris(1) Chloromonas(14) 
OTU331	Cyanobacteria(1) Chlorophyta(14) 	Unknown(2) Chlorophyceae(13) 	Chlamydomonadales(13) Unknown(1) Nostocales(1) 	Volvocaceae(1) Nostocaceae(1) Unknown(3) Chlamydomonadaceae(10) 	Unknown(3) Gonium(1) Cylindrospermum(1) Chlamydomonas(10) 
OTU332	Chlorophyta(15)	Trebouxiophyceae(15)	Unknown(15)	Unknown(15)	Pseudochloris(15)
OTU333	Unknown(15)	Unknown(15)	Unknown(15)	Unknown(15)	Unknown(15)
OTU334	Chlorophyta(15)	Chlorophyceae(15)	Chlamydomonadales(15)	Chlorococcaceae(3) Chlamydomonadaceae(12) 	Chloromonas(2) Chlamydomonas(10) Chlorococcum(3) 
OTU335	Chlorophyta(15)	Trebouxiophyceae(15)	Unknown(15)	Unknown(15)	Xylochloris(15)
OTU336	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)
OTU337	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)
OTU338	Cyanobacteria(14)	Unknown(14)	Oscillatoriales(13) Nostocales(1) 	Unknown(13) Nostocaceae(1) 	Nostoc(1) Nodosilinea(13) 
OTU339	Chlorophyta(14)	Ulvophyceae(14)	Ulvales(14)	Unknown(14)	Pseudendoclonium(14)
OTU340	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)
OTU341	Unknown(14)	Synurophyceae(14)	Synurales(14)	Mallomonadaceae(14)	Mallomonas(14)
OTU342	Cyanobacteria(14)	Unknown(14)	Oscillatoriales(14)	Unknown(14)	Microcoleus(14)
OTU343	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)	Unknown(14)
OTU344	Bryophyta(14)	Takakiopsida(12) Unknown(2) 	Takakiales(12) Unknown(2) 	Takakiaceae(12) Unknown(2) 	Unknown(2) Takakia(12) 
OTU345	Chlorophyta(2) Bacillariophyta(12) 	Trebouxiophyceae(2) Bacillariophyceae(12) 	Bacillariales(1) Prasiolales(1) Unknown(2) Cymbellales(10) 	Bacillariaceae(1) Gomphonemataceae(10) Unknown(3) 	Didymosphenia(10) Pabia(1) Unknown(3) 
OTU346	Bacillariophyta(5) Cyanobacteria(9) 	Bacillariophyceae(5) Unknown(9) 	Naviculales(4) Bacillariales(1) Nostocales(9) 	Phaeodactylaceae(4) Bacillariaceae(1) Nostocaceae(9) 	Phaeodactylum(4) Cylindrotheca(1) Nostoc(7) Unknown(2) 
OTU347	Cyanobacteria(14)	Unknown(14)	Nostocales(1) Oscillatoriales(10) Pleurocapsales(3) 	Nostocaceae(1) Unknown(13) 	Plectonema(1) Crinalium(3) Chroococcidiopsis(3) Spirulina(1) Nostoc(1) Unknown(3) Microcoleus(1) Nodosilinea(1) 
OTU348	Bryophyta(14)	Bryopsida(14)	Pottiales(7) Hookeriales(2) Unknown(5) 	Pottiaceae(7) Hookeriaceae(2) Unknown(5) 	Unknown(5) Hookeria(2) Syntrichia(7) 
OTU349	Unknown(14)	Xanthophyceae(10) Unknown(3) Phaeophyceae(1) 	Vaucheriales(10) Unknown(3) Laminariales(1) 	Unknown(4) Vaucheriaceae(10) 	Vaucheria(10) Unknown(4) 
OTU350	Chlorophyta(14)	Ulvophyceae(13) Chlorophyceae(1) 	Ulotrichales(1) Ulvales(8) Chlorocystidales(2) Chlamydomonadales(1) Unknown(2) 	Unknown(14)	Pseudendoclonium(8) Desmochloris(2) Ettlia(1) Unknown(2) Trichosarcina(1) 
OTU351	Chlorophyta(14)	Trebouxiophyceae(14)	Chlorellales(14)	Chlorellaceae(14)	Chlorella(14)
