DEFINED OTU	PHYLUM	CLASS	ORDER	FAMILY	GENUS
OTU1266	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1267	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1268	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Oscillatoria(1)
OTU1269	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1270	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Naviculaceae(1)	Fistulifera(1)
OTU1271	Chlorophyta(1)	Chlorophyceae(1)	Sphaeropleales(1)	Scenedesmaceae(1)	Acutodesmus(1)
OTU1272	Chlorophyta(1)	Trebouxiophyceae(1)	Unknown(1)	Unknown(1)	Pseudochloris(1)
OTU1273	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1274	Cyanobacteria(1)	Unknown(1)	Pleurocapsales(1)	Unknown(1)	Pleurocapsa(1)
OTU1275	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Naviculaceae(1)	Fistulifera(1)
OTU1276	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1277	Bryophyta(1)	Tetraphidopsida(1)	Tetraphidales(1)	Tetraphidaceae(1)	Tetraphis(1)
OTU1278	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1279	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1280	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1281	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1282	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1283	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Plectonema(1)
OTU1284	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Chlorotetraedron(1)
OTU1285	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1286	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Crinalium(1)
OTU1287	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1288	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Arthrospira(1)
OTU1289	Cyanobacteria(1)	Unknown(1)	Pleurocapsales(1)	Unknown(1)	Chroococcidiopsis(1)
OTU1290	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1291	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1292	Bacillariophyta(1)	Bacillariophyceae(1)	Cymbellales(1)	Gomphonemataceae(1)	Didymosphenia(1)
OTU1293	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1294	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1295	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1296	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chlamydomonas(1)
OTU1297	Chlorophyta(1)	Chlorophyceae(1)	Sphaeropleales(1)	Scenedesmaceae(1)	Acutodesmus(1)
OTU1298	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1299	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlorococcaceae(1)	Chlorococcum(1)
OTU1300	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Coleofasciculus(1)
OTU1301	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1302	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1303	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1304	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1305	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Geitlerinema(1)
OTU1306	Unknown(1)	Zygnemophyceae(1)	Zygnematales(1)	Mesotaeniaceae(1)	Cylindrocystis(1)
OTU1307	Bacillariophyta(1)	Bacillariophyceae(1)	Eunotiales(1)	Eunotiaceae(1)	Eunotia(1)
OTU1308	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Bracteacoccus(1)
OTU1309	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Volvocaceae(1)	Gonium(1)
OTU1310	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Characiochloris(1)
OTU1311	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1312	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Coleofasciculus(1)
OTU1313	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1314	Cyanobacteria(1)	Unknown(1)	Chroococcales(1)	Unknown(1)	Cyanothece(1)
OTU1315	Cyanobacteria(1)	Unknown(1)	Chroococcales(1)	Unknown(1)	Thermosynechococcus(1)
OTU1316	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1317	Chlorophyta(1)	Trebouxiophyceae(1)	Ctenocladales(1)	Ctenocladaceae(1)	Leptosira(1)
OTU1318	Rhodophyta(1)	Bangiophyceae(1)	Porphyridiales(1)	Porphyridiaceae(1)	Porphyridium(1)
OTU1319	Cyanobacteria(1)	Unknown(1)	Pleurocapsales(1)	Unknown(1)	Chroococcidiopsis(1)
OTU1320	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1321	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Oscillatoria(1)
OTU1322	Bacillariophyta(1)	Bacillariophyceae(1)	Bacillariales(1)	Bacillariaceae(1)	Cylindrotheca(1)
OTU1323	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1324	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Nodosilinea(1)
OTU1325	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1326	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Oscillatoria(1)
OTU1327	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1328	Chlorophyta(1)	Ulvophyceae(1)	Chlorocystidales(1)	Unknown(1)	Desmochloris(1)
OTU1329	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Oscillatoria(1)
OTU1330	Bacillariophyta(1)	Bacillariophyceae(1)	Cymbellales(1)	Gomphonemataceae(1)	Didymosphenia(1)
OTU1331	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1332	Chlorophyta(1)	Trebouxiophyceae(1)	Unknown(1)	Unknown(1)	Neocystis(1)
OTU1333	Cyanobacteria(1)	Unknown(1)	Pleurocapsales(1)	Unknown(1)	Chroococcidiopsis(1)
OTU1334	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1335	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1336	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Unknown(1)	Ettlia(1)
OTU1337	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1338	Cyanobacteria(1)	Unknown(1)	Chroococcales(1)	Unknown(1)	Synechococcus(1)
OTU1339	Chlorophyta(1)	Chlorophyceae(1)	Unknown(1)	Unknown(1)	Carteria(1)
OTU1340	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Lobosphaera(1)
OTU1341	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Dangeardinia(1)
OTU1342	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Characiochloris(1)
OTU1343	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1344	Cyanobacteria(1)	Unknown(1)	Prochlorales(1)	Prochlorotrichaceae(1)	Prochlorothrix(1)
OTU1345	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Volvocaceae(1)	Gonium(1)
OTU1346	Bacillariophyta(1)	Bacillariophyceae(1)	Eunotiales(1)	Eunotiaceae(1)	Eunotia(1)
OTU1347	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1348	Chlorophyta(1)	Chlorophyceae(1)	Unknown(1)	Unknown(1)	Carteria(1)
OTU1349	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1350	Unknown(1)	Eustigmatophyceae(1)	Eustigmatales(1)	Monodopsidaceae(1)	Nannochloropsis(1)
OTU1351	Chlorophyta(1)	Ulvophyceae(1)	Chlorocystidales(1)	Unknown(1)	Desmochloris(1)
OTU1352	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1353	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1354	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Naviculaceae(1)	Fistulifera(1)
OTU1355	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1356	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1357	Chlorophyta(1)	Chlorophyceae(1)	Sphaeropleales(1)	Scenedesmaceae(1)	Acutodesmus(1)
OTU1358	Bryophyta(1)	Bryopsida(1)	Hookeriales(1)	Hookeriaceae(1)	Hookeria(1)
OTU1359	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1360	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chlamydomonas(1)
OTU1361	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1362	Unknown(1)	Xanthophyceae(1)	Vaucheriales(1)	Vaucheriaceae(1)	Vaucheria(1)
OTU1363	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1364	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1365	Bryophyta(1)	Bryopsida(1)	Bryales(1)	Mniaceae(1)	Mnium(1)
OTU1366	Unknown(1)	Zygnemophyceae(1)	Desmidiales(1)	Desmidiaceae(1)	Spondylosium(1)
OTU1367	Cyanobacteria(1)	Unknown(1)	Prochlorales(1)	Prochlorotrichaceae(1)	Prochlorothrix(1)
OTU1368	Unknown(1)	Phaeophyceae(1)	Fucales(1)	Fucaceae(1)	Fucus(1)
OTU1369	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1370	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Cylindrospermum(1)
OTU1371	Cyanobacteria(1)	Unknown(1)	Prochlorales(1)	Prochlorococcaceae(1)	Prochlorococcus(1)
OTU1372	Cyanobacteria(1)	Unknown(1)	Chroococcales(1)	Unknown(1)	Synechococcus(1)
OTU1373	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1374	Cyanobacteria(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1375	Cyanobacteria(1)	Unknown(1)	Prochlorales(1)	Prochlorococcaceae(1)	Prochlorococcus(1)
OTU1376	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1377	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1378	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1379	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1380	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1381	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1382	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1383	Bacillariophyta(1)	Bacillariophyceae(1)	Bacillariales(1)	Bacillariaceae(1)	Cylindrotheca(1)
OTU1384	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Kamptonema(1)
OTU1385	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Cylindrospermum(1)
OTU1386	Anthocerotophyta(1)	Anthocerotopsida(1)	Anthocerotales(1)	Anthocerotaceae(1)	Anthoceros(1)
OTU1387	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chlamydomonas(1)
OTU1388	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Cylindrospermum(1)
OTU1389	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Unknown(1)	Unknown(1)
OTU1390	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Kamptonema(1)
OTU1391	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Bracteacoccus(1)
OTU1392	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1393	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1394	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Unknown(1)
OTU1395	Chlorophyta(1)	Chlorophyceae(1)	Sphaeropleales(1)	Scenedesmaceae(1)	Acutodesmus(1)
OTU1396	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1397	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1398	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1399	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Naviculaceae(1)	Fistulifera(1)
OTU1400	Bacillariophyta(1)	Bacillariophyceae(1)	Bacillariales(1)	Bacillariaceae(1)	Unknown(1)
OTU1401	Bacillariophyta(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1402	Euglenozoa(1)	Unknown(1)	Euglenales(1)	Euglenaceae(1)	Euglena(1)
OTU1403	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Bracteacoccus(1)
OTU1404	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Coleofasciculus(1)
OTU1405	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Cylindrospermum(1)
OTU1406	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1407	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1408	Chlorophyta(1)	Ulvophyceae(1)	Ulotrichales(1)	Unknown(1)	Trichosarcina(1)
OTU1409	Bacillariophyta(1)	Bacillariophyceae(1)	Eunotiales(1)	Eunotiaceae(1)	Eunotia(1)
OTU1410	Chlorophyta(1)	Chlorophyceae(1)	Sphaeropleales(1)	Chromochloridaceae(1)	Chromochloris(1)
OTU1411	Chlorophyta(1)	Ulvophyceae(1)	Ulotrichales(1)	Unknown(1)	Chamaetrichon(1)
OTU1412	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1413	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Phaeodactylaceae(1)	Phaeodactylum(1)
OTU1414	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1415	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1416	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chlamydomonas(1)
OTU1417	Bryophyta(1)	Bryopsida(1)	Hookeriales(1)	Hookeriaceae(1)	Hookeria(1)
OTU1418	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1419	Unknown(1)	Eustigmatophyceae(1)	Eustigmatales(1)	Monodopsidaceae(1)	Nannochloropsis(1)
OTU1420	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Nostoc(1)
OTU1421	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1422	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1423	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1424	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1425	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1426	Chlorophyta(1)	Chlorophyceae(1)	Sphaeropleales(1)	Chromochloridaceae(1)	Chromochloris(1)
OTU1427	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1428	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Leptolyngbya(1)
OTU1429	Unknown(1)	Klebsormidiophyceae(1)	Klebsormidiales(1)	Klebsormidiaceae(1)	Klebsormidium(1)
OTU1430	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Nodosilinea(1)
OTU1431	Cyanobacteria(1)	Unknown(1)	Chroococcales(1)	Unknown(1)	Cyanothece(1)
OTU1432	Bacillariophyta(1)	Bacillariophyceae(1)	Cymbellales(1)	Gomphonemataceae(1)	Didymosphenia(1)
OTU1433	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1434	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1435	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Costaria(1)
OTU1436	Bacillariophyta(1)	Bacillariophyceae(1)	Eunotiales(1)	Eunotiaceae(1)	Eunotia(1)
OTU1437	Unknown(1)	Chlorokybophyceae(1)	Chlorokybales(1)	Chlorokybaceae(1)	Chlorokybus(1)
OTU1438	Unknown(1)	Chlorokybophyceae(1)	Chlorokybales(1)	Chlorokybaceae(1)	Chlorokybus(1)
OTU1439	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Nodosilinea(1)
OTU1440	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1441	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Oocystaceae(1)	Oocystis(1)
OTU1442	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Coleofasciculus(1)
OTU1443	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1444	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Costaria(1)
OTU1445	Unknown(1)	Eustigmatophyceae(1)	Eustigmatales(1)	Monodopsidaceae(1)	Nannochloropsis(1)
OTU1446	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1447	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Naviculaceae(1)	Fistulifera(1)
OTU1448	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlorococcaceae(1)	Chlorococcum(1)
OTU1449	Chlorophyta(1)	Trebouxiophyceae(1)	Unknown(1)	Unknown(1)	Neocystis(1)
OTU1450	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1451	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1452	Unknown(1)	Eustigmatophyceae(1)	Eustigmatales(1)	Monodopsidaceae(1)	Nannochloropsis(1)
OTU1453	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1454	Chlorophyta(1)	Chlorophyceae(1)	Sphaeropleales(1)	Scenedesmaceae(1)	Acutodesmus(1)
OTU1455	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Rivulariaceae(1)	Calothrix(1)
OTU1456	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Unknown(1)
OTU1457	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Phaeodactylaceae(1)	Phaeodactylum(1)
OTU1458	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Microcoleus(1)
OTU1459	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1460	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1461	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1462	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1463	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Oscillatoria(1)
OTU1464	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlorococcaceae(1)	Chlorococcum(1)
OTU1465	Cyanobacteria(1)	Unknown(1)	Chroococcales(1)	Unknown(1)	Synechococcus(1)
OTU1466	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1467	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1468	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlorococcaceae(1)	Chlorococcum(1)
OTU1469	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Unknown(1)	Ettlia(1)
OTU1470	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Unknown(1)	Unknown(1)
OTU1471	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chloromonas(1)
OTU1472	Bacillariophyta(1)	Bacillariophyceae(1)	Naviculales(1)	Phaeodactylaceae(1)	Phaeodactylum(1)
OTU1473	Unknown(1)	Xanthophyceae(1)	Vaucheriales(1)	Vaucheriaceae(1)	Vaucheria(1)
OTU1474	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Chlorotetraedron(1)
OTU1475	Cyanobacteria(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1476	Cyanobacteria(1)	Unknown(1)	Pleurocapsales(1)	Unknown(1)	Stanieria(1)
OTU1477	Chlorophyta(1)	Unknown(1)	Unknown(1)	Unknown(1)	Oltmannsiellopsis(1)
OTU1478	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Pseudanabaena(1)
OTU1479	Cyanobacteria(1)	Unknown(1)	Nostocales(1)	Nostocaceae(1)	Anabaena(1)
OTU1480	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Golenkiniaceae(1)	Golenkinia(1)
OTU1481	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Kamptonema(1)
OTU1482	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1483	Chlorophyta(1)	Chlorophyceae(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1484	Cyanobacteria(1)	Unknown(1)	Pleurocapsales(1)	Unknown(1)	Chroococcidiopsis(1)
OTU1485	Cyanobacteria(1)	Unknown(1)	Oscillatoriales(1)	Unknown(1)	Kamptonema(1)
OTU1486	Chlorophyta(1)	Chlorophyceae(1)	Unknown(1)	Unknown(1)	Carteria(1)
OTU1487	Unknown(1)	Zygnemophyceae(1)	Zygnematales(1)	Mesotaeniaceae(1)	Cylindrocystis(1)
OTU1488	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1489	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1490	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1491	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1492	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1493	Unknown(1)	Zygnemophyceae(1)	Zygnematales(1)	Zygnemataceae(1)	Nucleotaenium(1)
OTU1494	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1495	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1496	Unknown(1)	Zygnemophyceae(1)	Zygnematales(1)	Mesotaeniaceae(1)	Cylindrocystis(1)
OTU1497	Bryophyta(1)	Tetraphidopsida(1)	Tetraphidales(1)	Tetraphidaceae(1)	Tetraphis(1)
OTU1498	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1499	Unknown(1)	Zygnemophyceae(1)	Zygnematales(1)	Mesotaeniaceae(1)	Cylindrocystis(1)
OTU1500	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1501	Chlorophyta(1)	Trebouxiophyceae(1)	Chlorellales(1)	Chlorellaceae(1)	Chlorella(1)
OTU1502	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1503	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1504	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1505	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1506	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chlamydomonas(1)
OTU1507	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)	Unknown(1)
OTU1508	Chlorophyta(1)	Chlorophyceae(1)	Chlamydomonadales(1)	Chlamydomonadaceae(1)	Chlamydomonas(1)
OTU1509	Chlorophyta(1)	Trebouxiophyceae(1)	Microthamniales(1)	Unknown(1)	Elliptochloris(1)
